Season,Phase,Month,Week,Date,Team,Opponent,Location,W/L,City,Distance,Route,Rest,TZ,Shift (hrs),Flight Time,Direction (E/W),Return Home,Latitude,Longitude,d.Latitude,d.Longitude
2014-15,RS,Apr,15,2015-04-11,Memphis Grizzlies,Los Angeles Clippers,Away,L,Los Angeles,582,Salt Lake City - Los Angeles,0,America/Los_Angeles,-1,~1.06 hours,West,,34.11,-118.41,40.78,-111.93
2014-15,RS,Apr,15,2015-04-13,Memphis Grizzlies,Golden State Warriors,Away,L,San Francisco,339,Los Angeles - San Francisco,1,America/Los_Angeles,0,~55 minutes,-,,37.77,-122.45,34.11,-118.41
2014-15,RS,Apr,15,2015-04-15,Memphis Grizzlies,Indiana Pacers,Home,W,Memphis,1804,San Francisco - Memphis,1,America/Chicago,2,~3.28 hours,East,,35.11,-90.01,37.77,-122.45
2014-15,PO,Apr,16,2015-04-19,Memphis Grizzlies,Portland Trail Blazers,Home,W,Memphis,0,No Travel,3,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,PO,Apr,16,2015-04-22,Memphis Grizzlies,Portland Trail Blazers,Home,W,Memphis,0,No Travel,2,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,PO,Apr,17,2015-04-25,Memphis Grizzlies,Portland Trail Blazers,Away,W,Portland,1850,Memphis - Portland,2,America/Los_Angeles,-2,~3.36 hours,West,,45.54,-122.66,35.11,-90.01
2014-15,PO,Apr,17,2015-04-27,Memphis Grizzlies,Portland Trail Blazers,Away,L,Portland,0,No Travel,1,America/Los_Angeles,0,-,-,,45.54,-122.66,45.54,-122.66
2014-15,PO,Apr,17,2015-04-29,Memphis Grizzlies,Portland Trail Blazers,Home,W,Memphis,1850,Portland - Memphis,1,America/Chicago,2,~3.36 hours,East,,35.11,-90.01,45.54,-122.66
2014-15,PO,May,18,2015-05-03,Memphis Grizzlies,Golden State Warriors,Away,L,San Francisco,1804,Memphis - San Francisco,3,America/Los_Angeles,-2,~3.28 hours,West,,37.77,-122.45,35.11,-90.01
2014-15,PO,May,18,2015-05-05,Memphis Grizzlies,Golden State Warriors,Away,W,San Francisco,0,No Travel,1,America/Los_Angeles,0,-,-,,37.77,-122.45,37.77,-122.45
2014-15,PO,May,19,2015-05-09,Memphis Grizzlies,Golden State Warriors,Home,W,Memphis,1804,San Francisco - Memphis,3,America/Chicago,2,~3.28 hours,East,,35.11,-90.01,37.77,-122.45
2014-15,PO,May,19,2015-05-11,Memphis Grizzlies,Golden State Warriors,Home,L,Memphis,0,No Travel,1,America/Chicago,0,-,-,,35.11,-90.01,35.11,-90.01
2014-15,PO,May,19,2015-05-13,Memphis Grizzlies,Golden State Warriors,Away,L,San Francisco,1804,Memphis - San Francisco,1,America/Los_Angeles,-2,~3.28 hours,West,,37.77,-122.45,35.11,-90.01
2014-15,PO,May,20,2015-05-15,Memphis Grizzlies,Golden State Warriors,Home,L,Memphis,1804,San Francisco - NA,1,America/Chicago,2,~3.28 hours,East,,35.11,-90.01,37.77,-122.45
2014-15,RS,Oct,44,2014-10-29,Miami Heat,Washington Wizards,Home,W,Miami,0,No Travel,15,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Nov,44,2014-11-01,Miami Heat,Philadelphia 76ers,Away,W,Philadelphia,1026,Miami - Philadelphia,2,America/New_York,0,~1.87 hours,-,,40.01,-75.13,25.78,-80.21
2014-15,RS,Nov,44,2014-11-02,Miami Heat,Toronto Raptors,Home,W,Miami,1026,Philadelphia - Miami,0,America/New_York,0,~1.87 hours,-,,25.78,-80.21,40.01,-75.13
2014-15,RS,Nov,44,2014-11-04,Miami Heat,Houston Rockets,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Nov,45,2014-11-05,Miami Heat,Charlotte Hornets,Away,L,Charlotte,652,Miami - Charlotte,0,America/New_York,0,~1.19 hours,-,,35.2,-80.83,25.78,-80.21
2014-15,RS,Nov,45,2014-11-08,Miami Heat,Minnesota Timberwolves,Home,W,Miami,652,Charlotte - Miami,2,America/New_York,0,~1.19 hours,-,,25.78,-80.21,35.2,-80.83
2014-15,RS,Nov,45,2014-11-09,Miami Heat,Dallas Mavericks,Away,W,Dallas,1108,Miami - Dallas,0,America/Chicago,-1,~2.01 hours,West,,32.79,-96.77,25.78,-80.21
2014-15,RS,Nov,46,2014-11-12,Miami Heat,Indiana Pacers,Home,L,Miami,1108,Dallas - Miami,2,America/New_York,1,~2.01 hours,East,,25.78,-80.21,32.79,-96.77
2014-15,RS,Nov,46,2014-11-14,Miami Heat,Atlanta Hawks,Away,L,Atlanta,607,Miami - Atlanta,1,America/New_York,0,~1.1 hours,-,,33.76,-84.42,25.78,-80.21
2014-15,RS,Nov,46,2014-11-16,Miami Heat,Milwaukee Bucks,Home,L,Miami,607,Atlanta - Miami,1,America/New_York,0,~1.1 hours,-,,25.78,-80.21,33.76,-84.42
2014-15,RS,Nov,46,2014-11-17,Miami Heat,Brooklyn Nets,Away,W,New York,1091,Miami - New York,0,America/New_York,0,~1.98 hours,-,,40.67,-73.94,25.78,-80.21
2014-15,RS,Nov,47,2014-11-20,Miami Heat,Los Angeles Clippers,Home,L,Miami,1091,New York - Miami,2,America/New_York,0,~1.98 hours,-,,25.78,-80.21,40.67,-73.94
2014-15,RS,Nov,47,2014-11-22,Miami Heat,Orlando Magic,Away,W,Orlando,201,Miami - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2014-15,RS,Nov,47,2014-11-23,Miami Heat,Charlotte Hornets,Home,W,Miami,201,Orlando - Miami,0,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Nov,47,2014-11-25,Miami Heat,Golden State Warriors,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Nov,48,2014-11-30,Miami Heat,New York Knicks,Away,W,New York,1091,Miami - New York,4,America/New_York,0,~1.98 hours,-,,40.67,-73.94,25.78,-80.21
2014-15,RS,Dec,48,2014-12-01,Miami Heat,Washington Wizards,Away,L,Washington,204,New York - Washington,0,America/New_York,0,~55 minutes,-,,38.91,-77.02,40.67,-73.94
2014-15,RS,Dec,49,2014-12-03,Miami Heat,Atlanta Hawks,Home,L,Miami,926,Washington - Miami,1,America/New_York,0,~1.68 hours,-,,25.78,-80.21,38.91,-77.02
2014-15,RS,Dec,49,2014-12-05,Miami Heat,Milwaukee Bucks,Away,L,Milwaukee,1272,Miami - Milwaukee,1,America/Chicago,-1,~2.31 hours,West,,43.06,-87.97,25.78,-80.21
2014-15,RS,Dec,49,2014-12-07,Miami Heat,Memphis Grizzlies,Away,L,Memphis,560,Milwaukee - Memphis,1,America/Chicago,0,~1.02 hours,-,,35.11,-90.01,43.06,-87.97
2014-15,RS,Dec,49,2014-12-09,Miami Heat,Phoenix Suns,Away,W,Phoenix,1262,Memphis - Phoenix,1,America/Phoenix,-1,~2.29 hours,West,,33.54,-112.07,35.11,-90.01
2014-15,RS,Dec,50,2014-12-10,Miami Heat,Denver Nuggets,Away,L,Denver,587,Phoenix - Denver,0,America/Denver,0,~1.07 hours,-,,39.77,-104.87,33.54,-112.07
2014-15,RS,Dec,50,2014-12-12,Miami Heat,Utah Jazz,Away,W,Salt Lake City,379,Denver - Salt Lake City,1,America/Denver,0,~55 minutes,-,,40.78,-111.93,39.77,-104.87
2014-15,RS,Dec,50,2014-12-14,Miami Heat,Chicago Bulls,Home,L,Miami,2089,Salt Lake City - Miami,1,America/New_York,2,~3.8 hours,East,,25.78,-80.21,40.78,-111.93
2014-15,RS,Dec,50,2014-12-16,Miami Heat,Brooklyn Nets,Away,W,New York,1091,Miami - New York,1,America/New_York,0,~1.98 hours,-,,40.67,-73.94,25.78,-80.21
2014-15,RS,Dec,51,2014-12-17,Miami Heat,Utah Jazz,Home,L,Miami,1091,New York - Miami,0,America/New_York,0,~1.98 hours,-,,25.78,-80.21,40.67,-73.94
2014-15,RS,Dec,51,2014-12-19,Miami Heat,Washington Wizards,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Dec,51,2014-12-21,Miami Heat,Boston Celtics,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Dec,51,2014-12-23,Miami Heat,Philadelphia 76ers,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Dec,52,2014-12-25,Miami Heat,Cleveland Cavaliers,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Dec,52,2014-12-27,Miami Heat,Memphis Grizzlies,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Dec,52,2014-12-29,Miami Heat,Orlando Magic,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Dec,53,2014-12-31,Miami Heat,Indiana Pacers,Away,L,Indianapolis,1027,Miami - Indianapolis,1,America/Indiana/Indianapolis,0,~1.87 hours,-,,39.78,-86.15,25.78,-80.21
2014-15,RS,Jan,1,2015-01-03,Miami Heat,Houston Rockets,Away,L,Houston,867,Indianapolis - Houston,2,America/Chicago,-1,~1.58 hours,West,,29.77,-95.39,39.78,-86.15
2014-15,RS,Jan,1,2015-01-04,Miami Heat,Brooklyn Nets,Home,W,Miami,968,Houston - Miami,0,America/New_York,1,~1.76 hours,East,,25.78,-80.21,29.77,-95.39
2014-15,RS,Jan,2,2015-01-08,Miami Heat,Portland Trail Blazers,Away,L,Portland,2705,Miami - Portland,3,America/Los_Angeles,-3,~4.92 hours,West,,45.54,-122.66,25.78,-80.21
2014-15,RS,Jan,2,2015-01-11,Miami Heat,Los Angeles Clippers,Away,W,Los Angeles,821,Portland - Los Angeles,2,America/Los_Angeles,0,~1.49 hours,-,,34.11,-118.41,45.54,-122.66
2014-15,RS,Jan,2,2015-01-13,Miami Heat,Los Angeles Lakers,Away,W,Los Angeles,0,No Travel,1,America/Los_Angeles,0,-,-,,34.11,-118.41,34.11,-118.41
2014-15,RS,Jan,2,2015-01-14,Miami Heat,Golden State Warriors,Away,L,San Francisco,339,Los Angeles - San Francisco,0,America/Los_Angeles,0,~55 minutes,-,,37.77,-122.45,34.11,-118.41
2014-15,RS,Jan,3,2015-01-16,Miami Heat,Sacramento Kings,Away,W,Sacramento,77,San Francisco - Sacramento,1,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,37.77,-122.45
2014-15,RS,Jan,3,2015-01-20,Miami Heat,Oklahoma City Thunder,Home,L,Miami,2546,Sacramento - Miami,3,America/New_York,3,~4.63 hours,East,,25.78,-80.21,38.57,-121.47
2014-15,RS,Jan,3,2015-01-21,Miami Heat,Charlotte Hornets,Away,L,Charlotte,652,Miami - Charlotte,0,America/New_York,0,~1.19 hours,-,,35.2,-80.83,25.78,-80.21
2014-15,RS,Jan,4,2015-01-23,Miami Heat,Indiana Pacers,Home,W,Miami,652,Charlotte - Miami,1,America/New_York,0,~1.19 hours,-,,25.78,-80.21,35.2,-80.83
2014-15,RS,Jan,4,2015-01-25,Miami Heat,Chicago Bulls,Away,W,Chicago,1189,Miami - Chicago,1,America/Chicago,-1,~2.16 hours,West,,41.84,-87.68,25.78,-80.21
2014-15,RS,Jan,4,2015-01-27,Miami Heat,Milwaukee Bucks,Home,L,Miami,1189,Chicago - Miami,1,America/New_York,1,~2.16 hours,East,,25.78,-80.21,41.84,-87.68
2014-15,RS,Jan,5,2015-01-30,Miami Heat,Dallas Mavericks,Home,L,Miami,0,No Travel,2,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Feb,5,2015-02-01,Miami Heat,Boston Celtics,Away,W,Boston,1258,Miami - Boston,1,America/New_York,0,~2.29 hours,-,,42.34,-71.02,25.78,-80.21
2014-15,RS,Feb,5,2015-02-03,Miami Heat,Detroit Pistons,Away,L,Detroit,617,Boston - Detroit,1,America/Detroit,0,~1.12 hours,-,,42.38,-83.1,42.34,-71.02
2014-15,RS,Feb,5,2015-02-04,Miami Heat,Minnesota Timberwolves,Away,L,Minneapolis,538,Detroit - Minneapolis,0,America/Chicago,-1,~58.69 minutes,West,,44.96,-93.27,42.38,-83.1
2014-15,RS,Feb,6,2015-02-06,Miami Heat,San Antonio Spurs,Away,L,San Antonio,1109,Minneapolis - San Antonio,1,America/Chicago,0,~2.02 hours,-,,29.46,-98.51,44.96,-93.27
2014-15,RS,Feb,6,2015-02-09,Miami Heat,New York Knicks,Home,W,Miami,1148,San Antonio - Miami,2,America/New_York,1,~2.09 hours,East,,25.78,-80.21,29.46,-98.51
2014-15,RS,Feb,6,2015-02-11,Miami Heat,Cleveland Cavaliers,Away,L,Cleveland,1089,Miami - Cleveland,1,America/New_York,0,~1.98 hours,-,,41.48,-81.68,25.78,-80.21
2014-15,RS,Feb,8,2015-02-20,Miami Heat,New York Knicks,Away,W,New York,407,Cleveland - New York,8,America/New_York,0,~55 minutes,-,,40.67,-73.94,41.48,-81.68
2014-15,RS,Feb,8,2015-02-21,Miami Heat,New Orleans Pelicans,Home,L,Miami,1091,New York - Miami,0,America/New_York,0,~1.98 hours,-,,25.78,-80.21,40.67,-73.94
2014-15,RS,Feb,8,2015-02-23,Miami Heat,Philadelphia 76ers,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Feb,8,2015-02-25,Miami Heat,Orlando Magic,Away,W,Orlando,201,Miami - Orlando,1,America/New_York,0,~55 minutes,-,,28.5,-81.37,25.78,-80.21
2014-15,RS,Feb,9,2015-02-27,Miami Heat,New Orleans Pelicans,Away,L,New Orleans,527,Orlando - New Orleans,1,America/Chicago,-1,~57.49 minutes,West,,30.07,-89.93,28.5,-81.37
2014-15,RS,Feb,9,2015-02-28,Miami Heat,Atlanta Hawks,Home,L,Miami,663,New Orleans - Miami,0,America/New_York,1,~1.21 hours,East,,25.78,-80.21,30.07,-89.93
2014-15,RS,Mar,9,2015-03-02,Miami Heat,Phoenix Suns,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Mar,9,2015-03-04,Miami Heat,Los Angeles Lakers,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Mar,10,2015-03-06,Miami Heat,Washington Wizards,Away,L,Washington,926,Miami - Washington,1,America/New_York,0,~1.68 hours,-,,38.91,-77.02,25.78,-80.21
2014-15,RS,Mar,10,2015-03-07,Miami Heat,Sacramento Kings,Home,W,Miami,926,Washington - Miami,0,America/New_York,0,~1.68 hours,-,,25.78,-80.21,38.91,-77.02
2014-15,RS,Mar,10,2015-03-09,Miami Heat,Boston Celtics,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Mar,10,2015-03-11,Miami Heat,Brooklyn Nets,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Mar,11,2015-03-13,Miami Heat,Toronto Raptors,Away,L,Toronto,1236,Miami - Toronto,1,America/Toronto,0,~2.25 hours,-,,43.65,-79.38,25.78,-80.21
2014-15,RS,Mar,11,2015-03-16,Miami Heat,Cleveland Cavaliers,Home,W,Miami,1236,Toronto - Miami,2,America/New_York,0,~2.25 hours,-,,25.78,-80.21,43.65,-79.38
2014-15,RS,Mar,11,2015-03-18,Miami Heat,Portland Trail Blazers,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Mar,12,2015-03-20,Miami Heat,Denver Nuggets,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Mar,12,2015-03-22,Miami Heat,Oklahoma City Thunder,Away,L,Oklahoma City,1225,Miami - Oklahoma City,1,America/Chicago,-1,~2.23 hours,West,,35.47,-97.51,25.78,-80.21
2014-15,RS,Mar,12,2015-03-24,Miami Heat,Milwaukee Bucks,Away,L,Milwaukee,731,Oklahoma City - Milwaukee,1,America/Chicago,0,~1.33 hours,-,,43.06,-87.97,35.47,-97.51
2014-15,RS,Mar,12,2015-03-25,Miami Heat,Boston Celtics,Away,W,Boston,861,Milwaukee - Boston,0,America/New_York,1,~1.57 hours,East,,42.34,-71.02,43.06,-87.97
2014-15,RS,Mar,13,2015-03-27,Miami Heat,Atlanta Hawks,Away,L,Atlanta,938,Boston - Atlanta,1,America/New_York,0,~1.71 hours,-,,33.76,-84.42,42.34,-71.02
2014-15,RS,Mar,13,2015-03-29,Miami Heat,Detroit Pistons,Home,W,Miami,607,Atlanta - Miami,1,America/New_York,0,~1.1 hours,-,,25.78,-80.21,33.76,-84.42
2014-15,RS,Mar,13,2015-03-31,Miami Heat,San Antonio Spurs,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Apr,14,2015-04-02,Miami Heat,Cleveland Cavaliers,Away,L,Cleveland,1089,Miami - Cleveland,1,America/New_York,0,~1.98 hours,-,,41.48,-81.68,25.78,-80.21
2014-15,RS,Apr,14,2015-04-04,Miami Heat,Detroit Pistons,Away,L,Detroit,96,Cleveland - Detroit,1,America/Detroit,0,~55 minutes,-,,42.38,-83.1,41.48,-81.68
2014-15,RS,Apr,14,2015-04-05,Miami Heat,Indiana Pacers,Away,L,Indianapolis,240,Detroit - Indianapolis,0,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,42.38,-83.1
2014-15,RS,Apr,14,2015-04-07,Miami Heat,Charlotte Hornets,Home,W,Miami,1027,Indianapolis - Miami,1,America/New_York,0,~1.87 hours,-,,25.78,-80.21,39.78,-86.15
2014-15,RS,Apr,15,2015-04-09,Miami Heat,Chicago Bulls,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Apr,15,2015-04-11,Miami Heat,Toronto Raptors,Home,L,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Apr,15,2015-04-13,Miami Heat,Orlando Magic,Home,W,Miami,0,No Travel,1,America/New_York,0,-,-,,25.78,-80.21,25.78,-80.21
2014-15,RS,Apr,15,2015-04-15,Miami Heat,Philadelphia 76ers,Away,W,Philadelphia,1026,Miami - NA,1,America/New_York,0,~1.87 hours,-,,40.01,-75.13,25.78,-80.21
2014-15,RS,Oct,44,2014-10-29,Milwaukee Bucks,Charlotte Hornets,Away,L,Charlotte,664,Milwaukee - Charlotte,15,America/New_York,1,~1.21 hours,East,,35.2,-80.83,43.06,-87.97
2014-15,RS,Oct,44,2014-10-31,Milwaukee Bucks,Philadelphia 76ers,Home,W,Milwaukee,664,Charlotte - Milwaukee,1,America/Chicago,-1,~1.21 hours,West,,43.06,-87.97,35.2,-80.83
2014-15,RS,Nov,44,2014-11-01,Milwaukee Bucks,Washington Wizards,Away,L,Washington,639,Milwaukee - Washington,0,America/New_York,1,~1.16 hours,East,,38.91,-77.02,43.06,-87.97
2014-15,RS,Nov,44,2014-11-04,Milwaukee Bucks,Indiana Pacers,Away,W,Indianapolis,492,Washington - Indianapolis,2,America/Indiana/Indianapolis,0,~55 minutes,-,,39.78,-86.15,38.91,-77.02
2014-15,RS,Nov,45,2014-11-05,Milwaukee Bucks,Chicago Bulls,Home,L,Milwaukee,246,Indianapolis - Milwaukee,0,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,39.78,-86.15
2014-15,RS,Nov,45,2014-11-07,Milwaukee Bucks,Detroit Pistons,Away,L,Detroit,252,Milwaukee - Detroit,1,America/Detroit,1,~55 minutes,East,,42.38,-83.1,43.06,-87.97
2014-15,RS,Nov,45,2014-11-08,Milwaukee Bucks,Memphis Grizzlies,Home,W,Milwaukee,252,Detroit - Milwaukee,0,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,42.38,-83.1
2014-15,RS,Nov,45,2014-11-11,Milwaukee Bucks,Oklahoma City Thunder,Home,W,Milwaukee,0,No Travel,2,America/Chicago,0,-,-,,43.06,-87.97,43.06,-87.97
2014-15,RS,Nov,46,2014-11-14,Milwaukee Bucks,Orlando Magic,Away,L,Orlando,1072,Milwaukee - Orlando,2,America/New_York,1,~1.95 hours,East,,28.5,-81.37,43.06,-87.97
2014-15,RS,Nov,46,2014-11-16,Milwaukee Bucks,Miami Heat,Away,W,Miami,201,Orlando - Miami,1,America/New_York,0,~55 minutes,-,,25.78,-80.21,28.5,-81.37
2014-15,RS,Nov,46,2014-11-18,Milwaukee Bucks,New York Knicks,Home,W,Milwaukee,1272,Miami - Milwaukee,1,America/Chicago,-1,~2.31 hours,West,,43.06,-87.97,25.78,-80.21
2014-15,RS,Nov,47,2014-11-19,Milwaukee Bucks,Brooklyn Nets,Away,W,New York,740,Milwaukee - New York,0,America/New_York,1,~1.35 hours,East,,40.67,-73.94,43.06,-87.97
2014-15,RS,Nov,47,2014-11-21,Milwaukee Bucks,Toronto Raptors,Away,L,Toronto,346,New York - Toronto,1,America/Toronto,0,~55 minutes,-,,43.65,-79.38,40.67,-73.94
2014-15,RS,Nov,47,2014-11-22,Milwaukee Bucks,Washington Wizards,Home,L,Milwaukee,434,Toronto - Milwaukee,0,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,43.65,-79.38
2014-15,RS,Nov,47,2014-11-25,Milwaukee Bucks,Detroit Pistons,Home,W,Milwaukee,0,No Travel,2,America/Chicago,0,-,-,,43.06,-87.97,43.06,-87.97
2014-15,RS,Nov,48,2014-11-26,Milwaukee Bucks,Minnesota Timberwolves,Away,W,Minneapolis,294,Milwaukee - Minneapolis,0,America/Chicago,0,~55 minutes,-,,44.96,-93.27,43.06,-87.97
2014-15,RS,Nov,48,2014-11-28,Milwaukee Bucks,Detroit Pistons,Away,W,Detroit,538,Minneapolis - Detroit,1,America/Detroit,1,~58.69 minutes,East,,42.38,-83.1,44.96,-93.27
2014-15,RS,Nov,48,2014-11-29,Milwaukee Bucks,Houston Rockets,Home,L,Milwaukee,252,Detroit - Milwaukee,0,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,42.38,-83.1
2014-15,RS,Dec,48,2014-12-02,Milwaukee Bucks,Cleveland Cavaliers,Away,L,Cleveland,340,Milwaukee - Cleveland,2,America/New_York,1,~55 minutes,East,,41.48,-81.68,43.06,-87.97
2014-15,RS,Dec,49,2014-12-03,Milwaukee Bucks,Dallas Mavericks,Home,L,Milwaukee,340,Cleveland - Milwaukee,0,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,41.48,-81.68
2014-15,RS,Dec,49,2014-12-05,Milwaukee Bucks,Miami Heat,Home,W,Milwaukee,0,No Travel,1,America/Chicago,0,-,-,,43.06,-87.97,43.06,-87.97
2014-15,RS,Dec,49,2014-12-07,Milwaukee Bucks,Dallas Mavericks,Away,L,Dallas,856,Milwaukee - Dallas,1,America/Chicago,0,~1.56 hours,-,,32.79,-96.77,43.06,-87.97
2014-15,RS,Dec,49,2014-12-09,Milwaukee Bucks,Oklahoma City Thunder,Away,L,Oklahoma City,190,Dallas - Oklahoma City,1,America/Chicago,0,~55 minutes,-,,35.47,-97.51,32.79,-96.77
2014-15,RS,Dec,50,2014-12-13,Milwaukee Bucks,Los Angeles Clippers,Home,W,Milwaukee,731,Oklahoma City - Milwaukee,3,America/Chicago,0,~1.33 hours,-,,43.06,-87.97,35.47,-97.51
2014-15,RS,Dec,50,2014-12-15,Milwaukee Bucks,Phoenix Suns,Away,W,Phoenix,1457,Milwaukee - Phoenix,1,America/Phoenix,-1,~2.65 hours,West,,33.54,-112.07,43.06,-87.97
2014-15,RS,Dec,51,2014-12-17,Milwaukee Bucks,Portland Trail Blazers,Away,L,Portland,1001,Phoenix - Portland,1,America/Los_Angeles,-1,~1.82 hours,West,,45.54,-122.66,33.54,-112.07
2014-15,RS,Dec,51,2014-12-18,Milwaukee Bucks,Sacramento Kings,Away,W,Sacramento,486,Portland - Sacramento,0,America/Los_Angeles,0,~55 minutes,-,,38.57,-121.47,45.54,-122.66
2014-15,RS,Dec,51,2014-12-20,Milwaukee Bucks,Los Angeles Clippers,Away,L,Los Angeles,352,Sacramento - Los Angeles,1,America/Los_Angeles,0,~55 minutes,-,,34.11,-118.41,38.57,-121.47
2014-15,RS,Dec,51,2014-12-23,Milwaukee Bucks,Charlotte Hornets,Home,L,Milwaukee,1746,Los Angeles - Milwaukee,2,America/Chicago,2,~3.17 hours,East,,43.06,-87.97,34.11,-118.41
2014-15,RS,Dec,52,2014-12-26,Milwaukee Bucks,Atlanta Hawks,Away,W,Atlanta,671,Milwaukee - Atlanta,2,America/New_York,1,~1.22 hours,East,,33.76,-84.42,43.06,-87.97
2014-15,RS,Dec,52,2014-12-27,Milwaukee Bucks,Atlanta Hawks,Home,L,Milwaukee,671,Atlanta - Milwaukee,0,America/Chicago,-1,~1.22 hours,West,,43.06,-87.97,33.76,-84.42
2014-15,RS,Dec,52,2014-12-29,Milwaukee Bucks,Charlotte Hornets,Away,W,Charlotte,664,Milwaukee - Charlotte,1,America/New_York,1,~1.21 hours,East,,35.2,-80.83,43.06,-87.97
2014-15,RS,Dec,53,2014-12-31,Milwaukee Bucks,Cleveland Cavaliers,Away,W,Cleveland,437,Charlotte - Cleveland,1,America/New_York,0,~55 minutes,-,,41.48,-81.68,35.2,-80.83
2014-15,RS,Jan,1,2015-01-02,Milwaukee Bucks,Indiana Pacers,Home,L,Milwaukee,340,Cleveland - Milwaukee,1,America/Chicago,-1,~55 minutes,West,,43.06,-87.97,41.48,-81.68
2014-15,RS,Jan,1,2015-01-04,Milwaukee Bucks,New York Knicks,Away,W,New York,740,Milwaukee - New York,1,America/New_York,1,~1.35 hours,East,,40.67,-73.94,43.06,-87.97
2014-15,RS,Jan,1,2015-01-06,Milwaukee Bucks,Phoenix Suns,Home,L,Milwaukee,740,New York - Milwaukee,1,America/Chicago,-1,~1.35 hours,West,,43.06,-87.97,40.67,-73.94
2014-15,RS,Jan,1,2015-01-07,Milwaukee Bucks,Philadelphia 76ers,Away,W,Philadelphia,696,Milwaukee - Philadelphia,0,America/New_York,1,~1.27 hours,East,,40.01,-75.13,43.06,-87.97
2014-15,RS,Jan,2,2015-01-09,Milwaukee Bucks,Minnesota Timberwolves,Home,W,Milwaukee,696,Philadelphia - Milwaukee,1,America/Chicago,-1,~1.27 hours,West,,43.06,-87.97,40.01,-75.13
2014-15,RS,Jan,2,2015-01-10,Milwaukee Bucks,Chicago Bulls,Away,L,Chicago,86,Milwaukee - Chicago,0,America/Chicago,0,~55 minutes,-,,41.84,-87.68,43.06,-87.97
2014-15,RS,Jan,3,2015-01-15,Milwaukee Bucks,New York Knicks,Home,W,Milwaukee,86,Chicago - Milwaukee,4,America/Chicago,0,~55 minutes,-,,43.06,-87.97,41.84,-87.68
2014-15,RS,Jan,3,2015-01-19,Milwaukee Bucks,Toronto Raptors,Home,L,Milwaukee,0,No Travel,3,America/Chicago,0,-,-,,43.06,-87.97,43.06,-87.97
2014-15,RS,Jan,4,2015-01-22,Milwaukee Bucks,Utah Jazz,Home,L,Milwaukee,0,No Travel,2,America/Chicago,0,-,-,,43.06,-87.97,43.06,-87.97
2014-15,RS,Jan,4,2015-01-24,Milwaukee Bucks,Detroit Pistons,Home,W,Milwaukee,0,No Travel,1,America/Chicago,0,-,-,,43.06,-87.97,43.06,-87.97
