"","team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"6162","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-6"
"6163","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-6"
"6164","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-6"
"6165","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-6"
"6166","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-6"
"6167","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-6"
"6168","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-6"
"6169","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-6"
"6170","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-6"
"6171","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-6"
"6172","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-6"
"6173","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-6"
"6174","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-6"
"6175","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-6"
"6176","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-6"
"6177","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-6"
"6178","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-6"
"6179","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-7"
"6180","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-7"
"6181","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-7"
"6182","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-7"
"6183","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-7"
"6184","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-7"
"6185","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-7"
"6186","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-7"
"6187","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-7"
"6188","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-7"
"6189","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-7"
"6190","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-7"
"6191","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-7"
"6192","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-7"
"6193","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-7"
"6194","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-7"
"6195","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-7"
"6196","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-7"
"6197","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-7"
"6198","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-7"
"6199","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-7"
"6200","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-7"
"6201","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-7"
"6202","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-7"
"6203","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-7"
"6204","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-7"
"6205","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-7"
"6206","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-7"
"6207","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-7"
"6208","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-7"
"6209","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-8"
"6210","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-8"
"6211","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-8"
"6212","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-8"
"6213","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-8"
"6214","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-8"
"6215","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-8"
"6216","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-8"
"6217","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-8"
"6218","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-8"
"6219","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-8"
"6220","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-8"
"6221","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-8"
"6222","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-8"
"6223","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-8"
"6224","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-8"
"6225","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-8"
"6226","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-8"
"6227","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-8"
"6228","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-8"
"6229","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-8"
"6230","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-8"
"6231","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-8"
"6232","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-8"
"6233","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-8"
"6234","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-8"
"6235","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-8"
"6236","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-8"
"6237","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-8"
"6238","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-8"
"6239","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-9"
"6240","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-9"
"6241","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-9"
"6242","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-9"
"6243","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-9"
"6244","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-9"
"6245","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-9"
"6246","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-9"
"6247","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-9"
"6248","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-9"
"6249","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-9"
"6250","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-9"
"6251","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-9"
"6252","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-9"
"6253","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-9"
"6254","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-9"
"6255","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-9"
"6256","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-9"
"6257","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-9"
"6258","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-9"
"6259","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-9"
"6260","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-9"
"6261","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-9"
"6262","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-9"
"6263","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-9"
"6264","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-9"
"6265","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-9"
"6266","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-9"
"6267","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-9"
"6268","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-9"
"6269","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-10"
"6270","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-10"
"6271","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-10"
"6272","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-10"
"6273","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-10"
"6274","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-10"
"6275","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-10"
"6276","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-10"
"6277","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-10"
"6278","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-10"
"6279","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-10"
"6280","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-10"
"6281","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-10"
"6282","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-10"
"6283","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-10"
"6284","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-10"
"6285","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-10"
"6286","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-10"
"6287","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-10"
"6288","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-10"
"6289","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-10"
"6290","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-10"
"6291","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-10"
"6292","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-10"
"6293","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-10"
"6294","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-10"
"6295","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-10"
"6296","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-10"
"6297","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-10"
"6298","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-10"
"6299","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-11"
"6300","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-11"
"6301","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-11"
"6302","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-11"
"6303","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-11"
"6304","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-11"
"6305","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-11"
"6306","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-11"
"6307","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-11"
"6308","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-11"
"6309","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-11"
"6310","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-11"
"6311","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-11"
"6312","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-11"
"6313","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-11"
"6314","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-11"
"6315","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-11"
"6316","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-11"
"6317","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-11"
"6318","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-11"
"6319","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-11"
"6320","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-11"
"6321","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-11"
"6322","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-11"
"6323","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-11"
"6324","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-11"
"6325","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-11"
"6326","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-11"
"6327","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-11"
"6328","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-11"
"6329","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-12"
"6330","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-12"
"6331","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-12"
"6332","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-12"
"6333","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-12"
"6334","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-12"
"6335","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-12"
"6336","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-12"
"6337","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-12"
"6338","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-12"
"6339","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-12"
"6340","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-12"
"6341","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-12"
"6342","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-12"
"6343","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-12"
"6344","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-12"
"6345","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-12"
"6346","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-12"
"6347","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-12"
"6348","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-12"
"6349","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-12"
"6350","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-12"
"6351","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-12"
"6352","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-12"
"6353","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-12"
"6354","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-12"
"6355","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-12"
"6356","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-12"
"6357","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-12"
"6358","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-12"
"6359","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-13"
"6360","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-13"
"6361","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-13"
"6362","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-13"
"6363","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-13"
"6364","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-13"
"6365","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-13"
"6366","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-13"
"6367","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-13"
"6368","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-13"
"6369","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-13"
"6370","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-13"
"6371","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-13"
"6372","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-13"
"6373","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-13"
"6374","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-13"
"6375","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-13"
"6376","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-13"
"6377","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-13"
"6378","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-13"
"6379","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-13"
"6380","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-13"
"6381","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-13"
"6382","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-13"
"6383","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-13"
"6384","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-13"
"6385","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-13"
"6386","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-13"
"6387","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-13"
"6388","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-13"
"6389","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-14"
"6390","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-14"
"6391","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-14"
"6392","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-14"
"6393","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-14"
"6394","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-14"
"6395","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-14"
"6396","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-14"
"6397","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-14"
"6398","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-14"
"6399","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-14"
"6400","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-14"
"6401","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-14"
"6402","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-14"
"6403","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-14"
"6404","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-14"
"6405","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-14"
"6406","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-14"
"6407","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-14"
"6408","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-14"
"6409","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-14"
"6410","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-14"
"6411","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-14"
"6412","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-14"
"6413","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-14"
"6414","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-14"
"6415","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-14"
"6416","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-14"
"6417","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-14"
"6418","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-14"
"6419","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-15"
"6420","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-15"
"6421","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-15"
"6422","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-15"
"6423","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-15"
"6424","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-15"
"6425","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-15"
"6426","Washington Wizards*",43,39,0.524,"16.0",43,39,106.6,106,"2018-5-15"
"6427","Detroit Pistons",39,43,0.476,"20.0",41,41,103.8,103.9,"2018-5-15"
"6428","Charlotte Hornets",36,46,0.439,"23.0",42,40,108.2,108,"2018-5-15"
"6429","New York Knicks",29,53,0.354,"30.0",32,50,104.5,108,"2018-5-15"
"6430","Brooklyn Nets",28,54,0.341,"31.0",31,51,106.6,110.3,"2018-5-15"
"6431","Chicago Bulls",27,55,0.329,"32.0",23,59,102.9,110,"2018-5-15"
"6432","Orlando Magic",25,57,0.305,"34.0",28,54,103.4,108.2,"2018-5-15"
"6433","Atlanta Hawks",24,58,0.293,"35.0",27,55,103.4,108.8,"2018-5-15"
"6434","Houston Rockets*",65,17,0.793,"—",61,21,112.4,103.9,"2018-5-15"
"6435","Golden State Warriors*",58,24,0.707,"7.0",56,26,113.5,107.5,"2018-5-15"
"6436","Portland Trail Blazers*",49,33,0.598,"16.0",48,34,105.6,103,"2018-5-15"
"6437","New Orleans Pelicans*",48,34,0.585,"17.0",44,38,111.7,110.4,"2018-5-15"
"6438","Utah Jazz*",48,34,0.585,"17.0",53,29,104.1,99.8,"2018-5-15"
"6439","Oklahoma City Thunder*",48,34,0.585,"17.0",50,32,107.9,104.4,"2018-5-15"
"6440","Minnesota Timberwolves*",47,35,0.573,"18.0",47,35,109.5,107.3,"2018-5-15"
"6441","San Antonio Spurs*",47,35,0.573,"18.0",49,33,102.7,99.8,"2018-5-15"
"6442","Denver Nuggets",46,36,0.561,"19.0",45,37,110,108.5,"2018-5-15"
"6443","Los Angeles Clippers",42,40,0.512,"23.0",41,41,109,109,"2018-5-15"
"6444","Los Angeles Lakers",35,47,0.427,"30.0",37,45,108.1,109.6,"2018-5-15"
"6445","Sacramento Kings",27,55,0.329,"38.0",23,59,98.8,105.8,"2018-5-15"
"6446","Dallas Mavericks",24,58,0.293,"41.0",33,49,102.3,105.4,"2018-5-15"
"6447","Memphis Grizzlies",22,60,0.268,"43.0",25,57,99.3,105.5,"2018-5-15"
"6448","Phoenix Suns",21,61,0.256,"44.0",19,63,103.9,113.3,"2018-5-15"
"6449","Toronto Raptors*",59,23,0.72,"—",60,22,111.7,103.9,"2018-5-16"
"6450","Boston Celtics*",55,27,0.671,"4.0",51,31,104,100.4,"2018-5-16"
"6451","Philadelphia 76ers*",52,30,0.634,"7.0",53,29,109.8,105.3,"2018-5-16"
"6452","Cleveland Cavaliers*",50,32,0.61,"9.0",43,39,110.9,109.9,"2018-5-16"
"6453","Indiana Pacers*",48,34,0.585,"11.0",45,37,105.6,104.2,"2018-5-16"
"6454","Miami Heat*",44,38,0.537,"15.0",42,40,103.4,102.9,"2018-5-16"
"6455","Milwaukee Bucks*",44,38,0.537,"15.0",40,42,106.5,106.8,"2018-5-16"
