Date,Team,Season,Month,Week,Opponent,Visitor,City,Win,Distance,Route,Rest,TZ,shift,direction,Latitude,Longitude,B2B,b2b_2nd,b2b_1st,three_in_four,four_in_five,five_in_seven,flight_duration,team_id,game_id,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,pts,score_diff
2017-02-26,Detroit Pistons,2016-17,Feb,9,Boston Celtics,FALSE,Detroit,FALSE,0,No Travel,2,America/Detroit,0,-,42.38,-83.1,No,No,No,No,No,No,0,1610612765,21600879,35,81,0.432,12,33,0.364,16,35,0.457,11,34,45,22,17,8,4,1,24,26,98,-6
2017-02-26,Los Angeles Lakers,2016-17,Feb,9,San Antonio Spurs,FALSE,Los Angeles,FALSE,1188,Oklahoma City - Los Angeles,1,America/Los_Angeles,-2,West,34.11,-118.41,No,No,No,No,No,No,2.16,1610612747,21600874,40,87,0.46,7,22,0.318,11,18,0.611,13,31,44,16,19,8,2,5,18,15,98,-21
2017-02-26,Memphis Grizzlies,2016-17,Feb,9,Denver Nuggets,TRUE,Denver,TRUE,993,Indianapolis - Denver,1,America/Denver,-2,West,39.77,-104.87,No,No,No,No,No,No,1.81,1610612763,21600876,36,80,0.45,11,33,0.333,22,25,0.88,13,36,49,21,15,9,2,3,20,23,105,7
2017-02-26,Milwaukee Bucks,2016-17,Feb,9,Phoenix Suns,FALSE,Milwaukee,TRUE,0,No Travel,1,America/Chicago,0,-,43.06,-87.97,Yes,Yes,No,No,No,No,0,1610612749,21600875,39,76,0.513,6,20,0.3,16,18,0.889,6,27,33,26,20,10,6,5,21,22,100,4
2017-02-26,New Orleans Pelicans,2016-17,Feb,9,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,190,Dallas - Oklahoma City,0,America/Chicago,0,-,35.47,-97.51,Yes,No,Yes,Yes,No,No,1,1610612740,21600880,36,80,0.45,8,21,0.381,30,37,0.811,7,28,35,17,10,10,1,0,26,29,110,-8
2017-02-26,Oklahoma City Thunder,2016-17,Feb,9,New Orleans Pelicans,FALSE,Oklahoma City,TRUE,0,No Travel,1,America/Chicago,0,-,35.47,-97.51,No,No,No,No,No,No,0,1610612760,21600880,42,88,0.477,6,21,0.286,28,37,0.757,16,37,53,17,13,4,0,1,29,26,118,8
2017-02-26,Phoenix Suns,2016-17,Feb,9,Milwaukee Bucks,TRUE,Milwaukee,FALSE,86,Chicago - Milwaukee,1,America/Chicago,0,-,43.06,-87.97,No,No,No,No,No,No,1,1610612756,21600875,40,83,0.482,5,14,0.357,11,16,0.688,12,30,42,26,21,12,5,6,22,21,96,-4
2017-02-26,Portland Trail Blazers,2016-17,Feb,9,Toronto Raptors,TRUE,Toronto,FALSE,1053,Orlando - Toronto,2,America/Toronto,0,-,43.65,-79.38,No,No,No,No,No,No,1.91,1610612757,21600878,35,79,0.443,9,21,0.429,27,35,0.771,8,31,39,16,11,6,5,5,26,24,106,-6
2017-02-26,San Antonio Spurs,2016-17,Feb,9,Los Angeles Lakers,TRUE,Los Angeles,TRUE,0,No Travel,1,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,No,No,No,0,1610612759,21600874,49,94,0.521,10,21,0.476,11,13,0.846,13,33,46,37,12,12,5,2,15,18,119,21
2017-02-26,Toronto Raptors,2016-17,Feb,9,Portland Trail Blazers,FALSE,Toronto,TRUE,0,No Travel,1,America/Toronto,0,-,43.65,-79.38,Yes,Yes,No,No,No,No,0,1610612761,21600878,42,78,0.538,7,20,0.35,21,27,0.778,5,34,39,16,10,7,5,5,24,26,112,6
2017-02-26,Utah Jazz,2016-17,Feb,9,Washington Wizards,TRUE,Washington,TRUE,639,Milwaukee - Washington,1,America/New_York,1,East,38.91,-77.02,No,No,No,No,No,No,1.16,1610612762,21600877,34,72,0.472,11,24,0.458,23,32,0.719,9,41,50,18,25,10,11,1,19,27,102,10
2017-02-26,Washington Wizards,2016-17,Feb,9,Utah Jazz,FALSE,Washington,FALSE,126,Philadelphia - Washington,1,America/New_York,0,-,38.91,-77.02,No,No,No,No,No,No,1,1610612764,21600877,37,87,0.425,8,22,0.364,10,13,0.769,6,22,28,21,16,16,1,11,27,19,92,-10
2017-02-27,Atlanta Hawks,2016-17,Feb,9,Boston Celtics,TRUE,Boston,TRUE,1118,Orlando - Boston,1,America/New_York,0,-,42.34,-71.02,No,No,No,Yes,No,No,2.03,1610612737,21600885,46,95,0.484,6,25,0.24,16,20,0.8,13,42,55,22,14,10,10,7,19,20,114,16
2017-02-27,Boston Celtics,2016-17,Feb,9,Atlanta Hawks,FALSE,Boston,FALSE,617,Detroit - Boston,0,America/New_York,0,-,42.34,-71.02,Yes,No,Yes,Yes,No,No,1.12,1610612738,21600885,34,87,0.391,10,34,0.294,20,25,0.8,9,31,40,21,18,9,7,10,20,19,98,-16
2017-02-27,Cleveland Cavaliers,2016-17,Feb,9,Milwaukee Bucks,FALSE,Cleveland,TRUE,0,No Travel,1,America/New_York,0,-,41.48,-81.68,No,No,No,No,No,No,0,1610612739,21600884,35,70,0.5,10,28,0.357,22,26,0.846,4,41,45,20,16,4,2,5,11,23,102,7
2017-02-27,Dallas Mavericks,2016-17,Feb,9,Miami Heat,FALSE,Dallas,TRUE,0,No Travel,1,America/Chicago,0,-,32.79,-96.77,No,No,No,Yes,No,No,0,1610612742,21600887,33,76,0.434,9,18,0.5,21,23,0.913,11,31,42,18,13,5,2,4,13,18,96,7
2017-02-27,Golden State Warriors,2016-17,Feb,9,Philadelphia 76ers,TRUE,Philadelphia,TRUE,2521,San Francisco - Philadelphia,1,America/New_York,3,East,40.01,-75.13,Yes,Yes,No,No,No,No,4.58,1610612744,21600883,40,89,0.449,6,29,0.207,33,39,0.846,16,29,45,31,14,14,4,3,18,25,119,11
2017-02-27,Houston Rockets,2016-17,Feb,9,Indiana Pacers,FALSE,Houston,FALSE,0,No Travel,1,America/Chicago,0,-,29.77,-95.39,No,No,No,No,No,No,0,1610612745,21600886,32,88,0.364,10,45,0.222,34,42,0.81,12,27,39,22,11,8,5,5,22,26,108,-9
2017-02-27,Indiana Pacers,2016-17,Feb,9,Houston Rockets,TRUE,Houston,TRUE,968,Miami - Houston,1,America/Chicago,-1,West,29.77,-95.39,No,No,No,Yes,No,No,1.76,1610612754,21600886,41,91,0.451,13,30,0.433,22,25,0.88,13,42,55,29,15,7,5,5,26,22,117,9
2017-02-27,Miami Heat,2016-17,Feb,9,Dallas Mavericks,TRUE,Dallas,FALSE,1108,Miami - Dallas,1,America/Chicago,-1,West,32.79,-96.77,No,No,No,Yes,No,No,2.01,1610612748,21600887,37,83,0.446,9,26,0.346,6,13,0.462,13,32,45,21,14,11,4,2,18,13,89,-7
2017-02-27,Milwaukee Bucks,2016-17,Feb,9,Cleveland Cavaliers,TRUE,Cleveland,FALSE,340,Milwaukee - Cleveland,0,America/New_York,1,East,41.48,-81.68,Yes,No,Yes,Yes,No,No,1,1610612749,21600884,37,83,0.446,11,30,0.367,10,16,0.625,5,28,33,27,8,3,5,2,23,11,95,-7
2017-02-27,Minnesota Timberwolves,2016-17,Feb,9,Sacramento Kings,TRUE,Sacramento,TRUE,1604,Houston - Sacramento,1,America/Los_Angeles,-2,West,38.57,-121.47,No,No,No,Yes,No,No,2.92,1610612750,21600888,40,95,0.421,8,23,0.348,14,20,0.7,16,36,52,25,10,11,7,4,15,18,102,14
2017-02-27,New York Knicks,2016-17,Feb,9,Toronto Raptors,FALSE,New York,FALSE,0,No Travel,1,America/New_York,0,-,40.67,-73.94,No,No,No,No,No,No,0,1610612752,21600882,33,73,0.452,9,24,0.375,16,19,0.842,8,32,40,17,18,10,6,3,19,18,91,-1
2017-02-27,Philadelphia 76ers,2016-17,Feb,9,Golden State Warriors,FALSE,Philadelphia,FALSE,78,New York - Philadelphia,1,America/New_York,0,-,40.01,-75.13,No,No,No,Yes,No,No,1,1610612755,21600883,37,82,0.451,10,34,0.294,24,27,0.889,12,30,42,24,23,11,3,4,25,18,108,-11
2017-02-27,Sacramento Kings,2016-17,Feb,9,Minnesota Timberwolves,FALSE,Sacramento,FALSE,0,No Travel,1,America/Los_Angeles,0,-,38.57,-121.47,No,No,No,No,No,No,0,1610612758,21600888,36,82,0.439,6,17,0.353,10,15,0.667,7,35,42,23,18,6,4,7,18,15,88,-14
2017-02-27,Toronto Raptors,2016-17,Feb,9,New York Knicks,TRUE,New York,TRUE,346,Toronto - New York,0,America/New_York,0,-,40.67,-73.94,Yes,No,Yes,Yes,No,No,1,1610612761,21600882,33,78,0.423,7,26,0.269,19,23,0.826,11,30,41,12,12,9,3,6,18,19,92,1
2017-02-28,Charlotte Hornets,2016-17,Feb,9,Los Angeles Lakers,TRUE,Los Angeles,TRUE,0,No Travel,1,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,Yes,No,No,0,1610612766,21600894,38,85,0.447,16,39,0.41,17,24,0.708,11,34,45,25,12,3,5,5,11,23,109,5
2017-02-28,Chicago Bulls,2016-17,Feb,9,Denver Nuggets,FALSE,Chicago,FALSE,311,Cleveland - Chicago,2,America/Chicago,-1,West,41.84,-87.68,No,No,No,No,No,No,1,1610612741,21600891,44,96,0.458,10,26,0.385,9,10,0.9,11,24,35,26,12,10,3,2,19,16,107,-18
2017-02-28,Denver Nuggets,2016-17,Feb,9,Chicago Bulls,TRUE,Chicago,TRUE,909,Denver - Chicago,1,America/Chicago,1,East,41.84,-87.68,Yes,Yes,No,No,No,No,1.65,1610612743,21600891,45,80,0.563,13,30,0.433,22,24,0.917,6,39,45,26,16,6,2,3,16,19,125,18
2017-02-28,Detroit Pistons,2016-17,Feb,9,Portland Trail Blazers,FALSE,Detroit,TRUE,0,No Travel,1,America/Detroit,0,-,42.38,-83.1,Yes,Yes,No,No,No,No,0,1610612765,21600890,45,104,0.433,7,25,0.28,23,31,0.742,16,32,48,23,8,13,2,5,19,25,120,7
2017-02-28,Golden State Warriors,2016-17,Feb,9,Washington Wizards,TRUE,Washington,FALSE,126,Philadelphia - Washington,0,America/New_York,0,-,38.91,-77.02,Yes,No,Yes,Yes,No,No,1,1610612744,21600889,39,84,0.464,8,29,0.276,22,27,0.815,13,28,41,28,19,10,6,6,23,22,108,-4
2017-02-28,Los Angeles Lakers,2016-17,Feb,9,Charlotte Hornets,FALSE,Los Angeles,FALSE,0,No Travel,1,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,No,No,No,0,1610612747,21600894,41,84,0.488,12,32,0.375,10,13,0.769,6,33,39,22,14,9,5,5,23,11,104,-5
2017-02-28,Memphis Grizzlies,2016-17,Feb,9,Phoenix Suns,FALSE,Memphis,TRUE,876,Denver - Memphis,1,America/Chicago,1,East,35.11,-90.01,No,No,No,No,No,No,1.59,1610612763,21600892,48,86,0.558,12,25,0.48,22,29,0.759,12,27,39,24,10,6,3,5,19,25,130,18
2017-02-28,Oklahoma City Thunder,2016-17,Feb,9,Utah Jazz,FALSE,Oklahoma City,TRUE,0,No Travel,1,America/Chicago,0,-,35.47,-97.51,No,No,No,No,No,No,0,1610612760,21600893,39,76,0.513,15,22,0.682,16,23,0.696,6,36,42,20,14,5,7,4,17,18,109,3
2017-02-28,Phoenix Suns,2016-17,Feb,9,Memphis Grizzlies,TRUE,Memphis,FALSE,560,Milwaukee - Memphis,1,America/Chicago,0,-,35.11,-90.01,No,No,No,No,No,No,1.02,1610612756,21600892,43,83,0.518,7,21,0.333,19,24,0.792,8,24,32,22,13,6,5,3,25,19,112,-18
2017-02-28,Portland Trail Blazers,2016-17,Feb,9,Detroit Pistons,TRUE,Detroit,FALSE,207,Toronto - Detroit,1,America/Detroit,0,-,42.38,-83.1,No,No,No,No,No,No,1,1610612757,21600890,44,84,0.524,10,25,0.4,15,22,0.682,8,42,50,25,24,5,5,2,25,19,113,-7
2017-02-28,Utah Jazz,2016-17,Feb,9,Oklahoma City Thunder,TRUE,Oklahoma City,FALSE,1151,Washington - Oklahoma City,1,America/Chicago,-1,West,35.47,-97.51,Yes,Yes,No,No,No,No,2.09,1610612762,21600893,43,93,0.462,9,22,0.409,11,13,0.846,8,25,33,22,7,8,4,7,18,17,106,-3
2017-02-28,Washington Wizards,2016-17,Feb,9,Golden State Warriors,FALSE,Washington,TRUE,0,No Travel,1,America/New_York,0,-,38.91,-77.02,Yes,Yes,No,No,No,No,0,1610612764,21600889,41,91,0.451,12,28,0.429,18,20,0.9,17,29,46,29,20,11,6,6,22,23,112,4
2017-03-01,Atlanta Hawks,2016-17,Mar,9,Dallas Mavericks,FALSE,Atlanta,TRUE,938,Boston - Atlanta,1,America/New_York,0,-,33.76,-84.42,No,No,No,No,No,No,1.71,1610612737,21600897,36,64,0.563,10,21,0.476,18,24,0.75,4,30,34,24,23,12,4,5,19,20,100,5
2017-03-01,Boston Celtics,2016-17,Mar,9,Cleveland Cavaliers,FALSE,Boston,TRUE,0,No Travel,1,America/New_York,0,-,42.34,-71.02,No,No,No,Yes,No,No,0,1610612738,21600901,36,78,0.462,13,31,0.419,18,23,0.783,8,39,47,28,12,4,6,5,21,21,103,4
2017-03-01,Brooklyn Nets,2016-17,Mar,9,Sacramento Kings,TRUE,Sacramento,TRUE,2504,New York - Sacramento,3,America/Los_Angeles,-3,West,38.57,-121.47,No,No,No,No,No,No,4.55,1610612751,21600905,34,74,0.459,11,28,0.393,30,36,0.833,10,33,43,16,19,8,2,3,25,28,109,9
2017-03-01,Cleveland Cavaliers,2016-17,Mar,9,Boston Celtics,TRUE,Boston,FALSE,551,Cleveland - Boston,1,America/New_York,0,-,42.34,-71.02,No,No,No,No,No,No,NA,1610612739,21600901,37,91,0.407,10,33,0.303,15,22,0.682,12,29,41,20,11,3,5,6,21,21,99,-4
2017-03-01,Dallas Mavericks,2016-17,Mar,9,Atlanta Hawks,TRUE,Atlanta,FALSE,716,Dallas - Atlanta,1,America/New_York,1,East,33.76,-84.42,No,No,No,No,No,No,1.3,1610612742,21600897,35,77,0.455,14,33,0.424,11,13,0.846,10,23,33,22,22,10,5,4,20,19,95,-5
2017-03-01,Denver Nuggets,2016-17,Mar,9,Milwaukee Bucks,TRUE,Milwaukee,TRUE,86,Chicago - Milwaukee,0,America/Chicago,0,-,43.06,-87.97,Yes,No,Yes,Yes,No,Yes,1,1610612743,21600899,41,84,0.488,10,33,0.303,18,20,0.9,14,31,45,21,14,8,2,5,15,19,110,12
2017-03-01,Detroit Pistons,2016-17,Mar,9,New Orleans Pelicans,TRUE,New Orleans,FALSE,932,Detroit - New Orleans,0,America/Chicago,-1,West,30.07,-89.93,Yes,No,Yes,Yes,No,No,1.69,1610612765,21600900,40,103,0.388,3,23,0.13,3,17,0.176,23,27,50,13,7,11,3,4,17,15,86,-23
2017-03-01,Houston Rockets,2016-17,Mar,9,Los Angeles Clippers,TRUE,Los Angeles,TRUE,1380,Houston - Los Angeles,1,America/Los_Angeles,-2,West,34.11,-118.41,No,No,No,No,No,No,2.51,1610612745,21600904,37,87,0.425,20,52,0.385,28,33,0.848,19,43,62,21,17,3,2,3,17,23,122,19
2017-03-01,Indiana Pacers,2016-17,Mar,9,San Antonio Spurs,TRUE,San Antonio,FALSE,189,Houston - San Antonio,1,America/Chicago,0,-,29.46,-98.51,No,No,No,No,No,No,1,1610612754,21600902,37,81,0.457,7,23,0.304,18,25,0.72,13,28,41,22,18,13,1,7,26,21,99,-1
2017-03-01,Miami Heat,2016-17,Mar,9,Philadelphia 76ers,FALSE,Miami,TRUE,1108,Dallas - Miami,1,America/New_York,1,East,25.78,-80.21,No,No,No,No,No,No,2.01,1610612748,21600898,49,90,0.544,13,30,0.433,14,21,0.667,8,34,42,24,13,9,12,4,18,22,125,27
2017-03-01,Milwaukee Bucks,2016-17,Mar,9,Denver Nuggets,FALSE,Milwaukee,FALSE,340,Cleveland - Milwaukee,1,America/Chicago,-1,West,43.06,-87.97,No,No,No,Yes,No,No,1,1610612749,21600899,38,83,0.458,9,18,0.5,13,15,0.867,10,24,34,26,14,8,5,2,19,15,98,-12
2017-03-01,Minnesota Timberwolves,2016-17,Mar,9,Utah Jazz,TRUE,Salt Lake City,TRUE,530,Sacramento - Salt Lake City,1,America/Denver,1,East,40.78,-111.93,No,No,No,No,No,No,1,1610612750,21600903,39,78,0.5,8,16,0.5,21,26,0.808,10,38,48,23,12,11,7,5,15,23,107,27
2017-03-01,New Orleans Pelicans,2016-17,Mar,9,Detroit Pistons,FALSE,New Orleans,TRUE,577,Oklahoma City - New Orleans,2,America/Chicago,0,-,30.07,-89.93,No,No,No,No,No,No,1.05,1610612740,21600900,39,78,0.5,9,25,0.36,22,23,0.957,8,45,53,18,14,6,4,3,15,17,109,23
2017-03-01,New York Knicks,2016-17,Mar,9,Orlando Magic,TRUE,Orlando,TRUE,941,New York - Orlando,1,America/New_York,0,-,28.5,-81.37,No,No,No,No,No,No,1.71,1610612752,21600895,34,81,0.42,8,29,0.276,25,31,0.806,13,37,50,21,11,9,3,3,16,25,101,11
2017-03-01,Orlando Magic,2016-17,Mar,9,New York Knicks,FALSE,Orlando,FALSE,0,No Travel,3,America/New_York,0,-,28.5,-81.37,No,No,No,No,No,No,0,1610612753,21600895,34,83,0.41,5,25,0.2,17,22,0.773,9,34,43,11,13,3,3,3,25,16,90,-11
2017-03-01,Philadelphia 76ers,2016-17,Mar,9,Miami Heat,TRUE,Miami,FALSE,1026,Philadelphia - Miami,1,America/New_York,0,-,25.78,-80.21,No,No,No,No,No,No,1.87,1610612755,21600898,37,85,0.435,6,17,0.353,18,22,0.818,10,30,40,16,19,7,4,12,22,18,98,-27
2017-03-01,Sacramento Kings,2016-17,Mar,9,Brooklyn Nets,FALSE,Sacramento,FALSE,0,No Travel,1,America/Los_Angeles,0,-,38.57,-121.47,No,No,No,No,No,No,0,1610612758,21600905,35,81,0.432,11,22,0.5,19,22,0.864,10,28,38,12,15,8,3,2,28,25,100,-9
2017-03-01,San Antonio Spurs,2016-17,Mar,9,Indiana Pacers,FALSE,San Antonio,TRUE,1210,Los Angeles - San Antonio,2,America/Chicago,2,East,29.46,-98.51,No,No,No,No,No,No,2.2,1610612759,21600902,35,74,0.473,9,29,0.31,21,24,0.875,6,30,36,20,18,8,7,1,21,26,100,1
2017-03-01,Toronto Raptors,2016-17,Mar,9,Washington Wizards,FALSE,Toronto,FALSE,346,New York - Toronto,1,America/Toronto,0,-,43.65,-79.38,No,No,No,Yes,No,No,1,1610612761,21600896,33,90,0.367,7,20,0.35,23,26,0.885,16,34,50,11,12,8,4,6,18,21,96,-9
2017-03-01,Utah Jazz,2016-17,Mar,9,Minnesota Timberwolves,FALSE,Salt Lake City,FALSE,864,Oklahoma City - Salt Lake City,0,America/Denver,-1,West,40.78,-111.93,Yes,No,Yes,Yes,No,No,1.57,1610612762,21600903,35,90,0.389,4,19,0.211,6,11,0.545,16,30,46,18,14,6,5,7,23,15,80,-27
2017-03-01,Washington Wizards,2016-17,Mar,9,Toronto Raptors,TRUE,Toronto,TRUE,350,Washington - Toronto,0,America/Toronto,0,-,43.65,-79.38,Yes,No,Yes,Yes,No,No,1,1610612764,21600896,40,84,0.476,9,25,0.36,16,19,0.842,7,37,44,32,12,6,6,4,21,18,105,9
2017-03-02,Charlotte Hornets,2016-17,Mar,9,Phoenix Suns,TRUE,Phoenix,FALSE,366,Los Angeles - Phoenix,1,America/Phoenix,1,East,33.54,-112.07,No,No,No,No,No,No,1,1610612766,21600907,35,89,0.393,10,34,0.294,23,28,0.821,9,25,34,19,16,14,1,7,20,23,103,-17
2017-03-02,Chicago Bulls,2016-17,Mar,9,Golden State Warriors,FALSE,Chicago,TRUE,0,No Travel,1,America/Chicago,0,-,41.84,-87.68,No,No,No,No,No,No,0,1610612741,21600906,36,82,0.439,5,19,0.263,17,21,0.81,7,42,49,19,16,9,5,6,15,18,94,7
2017-03-02,Golden State Warriors,2016-17,Mar,9,Chicago Bulls,TRUE,Chicago,FALSE,596,Washington - Chicago,1,America/Chicago,-1,West,41.84,-87.68,No,No,No,Yes,No,No,1.08,1610612744,21600906,34,88,0.386,6,30,0.2,13,14,0.929,6,35,41,23,15,10,6,5,18,15,87,-7
2017-03-02,Oklahoma City Thunder,2016-17,Mar,9,Portland Trail Blazers,TRUE,Portland,FALSE,1485,Oklahoma City - Portland,1,America/Los_Angeles,-2,West,45.54,-122.66,Yes,Yes,No,No,No,No,2.7,1610612760,21600908,34,86,0.395,11,29,0.379,30,32,0.938,12,28,40,11,12,9,7,7,25,19,109,-5
2017-03-02,Phoenix Suns,2016-17,Mar,9,Charlotte Hornets,FALSE,Phoenix,TRUE,1262,Memphis - Phoenix,1,America/Phoenix,-1,West,33.54,-112.07,Yes,Yes,No,No,No,No,2.29,1610612756,21600907,46,77,0.597,7,19,0.368,21,25,0.84,4,38,42,30,19,8,7,1,23,20,120,17
2017-03-02,Portland Trail Blazers,2016-17,Mar,9,Oklahoma City Thunder,FALSE,Portland,TRUE,1961,Detroit - Portland,1,America/Los_Angeles,-3,West,45.54,-122.66,No,No,No,No,No,No,3.57,1610612757,21600908,39,79,0.494,10,25,0.4,26,35,0.743,9,36,45,19,14,9,7,7,19,25,114,5
2017-03-03,Atlanta Hawks,2016-17,Mar,9,Cleveland Cavaliers,FALSE,Atlanta,FALSE,0,No Travel,1,America/New_York,0,-,33.76,-84.42,No,No,No,No,No,No,0,1610612737,21600913,49,91,0.538,10,26,0.385,22,30,0.733,11,32,43,30,12,7,4,5,15,24,130,-5
2017-03-03,Boston Celtics,2016-17,Mar,9,Los Angeles Lakers,TRUE,Los Angeles,TRUE,2601,Boston - Los Angeles,1,America/Los_Angeles,-3,West,34.11,-118.41,No,No,No,No,No,No,4.73,1610612738,21600918,43,84,0.512,10,33,0.303,19,25,0.76,6,40,46,30,18,7,2,7,17,21,115,20
2017-03-03,Brooklyn Nets,2016-17,Mar,9,Utah Jazz,TRUE,Salt Lake City,FALSE,530,Sacramento - Salt Lake City,1,America/Denver,1,East,40.78,-111.93,Yes,Yes,No,No,No,No,1,1610612751,21600915,36,89,0.404,7,30,0.233,18,24,0.75,9,33,42,12,12,6,3,5,24,25,97,-15
2017-03-03,Cleveland Cavaliers,2016-17,Mar,9,Atlanta Hawks,TRUE,Atlanta,TRUE,938,Boston - Atlanta,1,America/New_York,0,-,33.76,-84.42,Yes,Yes,No,No,No,No,1.71,1610612739,21600913,47,86,0.547,25,46,0.543,16,20,0.8,5,28,33,31,14,7,5,4,24,15,135,5
2017-03-03,Dallas Mavericks,2016-17,Mar,9,Memphis Grizzlies,FALSE,Dallas,TRUE,716,Atlanta - Dallas,1,America/Chicago,-1,West,32.79,-96.77,No,No,No,No,No,No,1.3,1610612742,21600914,39,82,0.476,5,27,0.185,21,27,0.778,8,37,45,23,9,5,3,0,20,23,104,4
2017-03-03,Los Angeles Lakers,2016-17,Mar,9,Boston Celtics,FALSE,Los Angeles,FALSE,0,No Travel,2,America/Los_Angeles,0,-,34.11,-118.41,No,No,No,No,No,No,0,1610612747,21600918,37,87,0.425,6,24,0.25,15,20,0.75,6,28,34,23,14,11,7,2,21,17,95,-20
2017-03-03,Memphis Grizzlies,2016-17,Mar,9,Dallas Mavericks,TRUE,Dallas,FALSE,419,Memphis - Dallas,2,America/Chicago,0,-,32.79,-96.77,Yes,Yes,No,No,No,No,1,1610612763,21600914,38,82,0.463,9,28,0.321,15,22,0.682,7,32,39,16,10,4,0,3,23,20,100,-4
2017-03-03,Miami Heat,2016-17,Mar,9,Orlando Magic,TRUE,Orlando,FALSE,201,Miami - Orlando,1,America/New_York,0,-,28.5,-81.37,Yes,Yes,No,No,No,No,1,1610612748,21600911,35,91,0.385,8,28,0.286,21,25,0.84,13,33,46,20,9,7,5,6,16,13,99,-11
2017-03-03,Milwaukee Bucks,2016-17,Mar,9,Los Angeles Clippers,FALSE,Milwaukee,TRUE,0,No Travel,1,America/Chicago,0,-,43.06,-87.97,Yes,Yes,No,No,No,No,0,1610612749,21600912,44,80,0.55,10,25,0.4,14,15,0.933,3,22,25,35,12,11,4,1,27,18,112,11
2017-03-03,New Orleans Pelicans,2016-17,Mar,9,San Antonio Spurs,FALSE,New Orleans,FALSE,0,No Travel,1,America/Chicago,0,-,30.07,-89.93,No,No,No,No,No,No,0,1610612740,21600917,35,91,0.385,8,25,0.32,20,24,0.833,8,40,48,20,17,2,2,4,22,22,98,-3
2017-03-03,New York Knicks,2016-17,Mar,9,Philadelphia 76ers,TRUE,Philadelphia,FALSE,871,Orlando - Philadelphia,1,America/New_York,0,-,40.01,-75.13,No,No,No,No,No,No,1.58,1610612752,21600909,33,84,0.393,7,21,0.333,29,33,0.879,9,32,41,14,12,10,3,9,20,21,102,-3
2017-03-03,Oklahoma City Thunder,2016-17,Mar,9,Phoenix Suns,TRUE,Phoenix,FALSE,1001,Portland - Phoenix,0,America/Phoenix,1,East,33.54,-112.07,Yes,No,Yes,Yes,No,No,1.82,1610612760,21600916,37,87,0.425,9,35,0.257,28,35,0.8,11,36,47,14,19,10,5,7,30,26,111,-7
2017-03-03,Orlando Magic,2016-17,Mar,9,Miami Heat,FALSE,Orlando,TRUE,0,No Travel,1,America/New_York,0,-,28.5,-81.37,No,No,No,No,No,No,0,1610612753,21600911,45,90,0.5,5,17,0.294,15,19,0.789,8,39,47,27,9,7,6,5,13,16,110,11
2017-03-03,Philadelphia 76ers,2016-17,Mar,9,New York Knicks,FALSE,Philadelphia,TRUE,1026,Miami - Philadelphia,1,America/New_York,0,-,40.01,-75.13,Yes,Yes,No,No,No,No,1.87,1610612755,21600909,36,83,0.434,9,28,0.321,24,31,0.774,12,38,50,20,16,5,9,3,21,20,105,3
2017-03-03,Phoenix Suns,2016-17,Mar,9,Oklahoma City Thunder,FALSE,Phoenix,TRUE,0,No Travel,0,America/Phoenix,0,-,33.54,-112.07,Yes,No,Yes,Yes,No,No,0,1610612756,21600916,44,89,0.494,5,21,0.238,25,31,0.806,9,36,45,28,17,10,7,5,26,30,118,7
2017-03-03,San Antonio Spurs,2016-17,Mar,9,New Orleans Pelicans,TRUE,New Orleans,TRUE,516,San Antonio - New Orleans,1,America/Chicago,0,-,30.07,-89.93,Yes,Yes,No,No,No,No,1,1610612759,21600917,40,95,0.421,6,27,0.222,15,25,0.6,11,42,53,20,11,6,4,2,22,22,101,3
2017-03-03,Toronto Raptors,2016-17,Mar,9,Washington Wizards,TRUE,Washington,TRUE,350,Toronto - Washington,1,America/New_York,0,-,38.91,-77.02,Yes,Yes,No,No,No,No,1,1610612761,21600910,41,81,0.506,11,25,0.44,21,27,0.778,11,40,51,16,18,5,9,6,23,21,114,8
2017-03-03,Utah Jazz,2016-17,Mar,9,Brooklyn Nets,FALSE,Salt Lake City,TRUE,0,No Travel,1,America/Denver,0,-,40.78,-111.93,No,No,No,Yes,No,No,0,1610612762,21600915,38,74,0.514,12,26,0.462,24,34,0.706,5,40,45,25,14,7,5,3,25,24,112,15
2017-03-03,Washington Wizards,2016-17,Mar,9,Toronto Raptors,FALSE,Washington,FALSE,350,Toronto - Washington,1,America/New_York,0,-,38.91,-77.02,No,No,No,Yes,No,No,1,1610612764,21600910,34,92,0.37,10,30,0.333,28,32,0.875,15,30,45,23,11,8,6,9,21,23,106,-8
2017-03-04,Brooklyn Nets,2016-17,Mar,9,Portland Trail Blazers,TRUE,Portland,FALSE,632,Salt Lake City - Portland,0,America/Los_Angeles,-1,West,45.54,-122.66,Yes,No,Yes,Yes,No,No,1.15,1610612751,21600926,45,86,0.523,14,30,0.467,12,17,0.706,8,23,31,24,14,7,6,6,22,13,116,-14
