"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Orlando Magic","12","21",".364","11.5","11","22","93.9","99.0","2014-12-28"
"Charlotte Hornets","10","21",".323","12.5","11","20","95.7","100.2","2014-12-28"
"Portland Trail Blazers*","25","7",".781","—","24","8","104.0","96.5","2014-12-28"
"Oklahoma City Thunder","15","17",".469","10.0","18","14","98.0","96.1","2014-12-28"
"Denver Nuggets","13","18",".419","11.5","13","18","101.5","104.3","2014-12-28"
"Utah Jazz","10","20",".333","14.0","11","19","96.1","100.2","2014-12-28"
"Minnesota Timberwolves","5","24",".172","18.5","6","23","98.5","109.0","2014-12-28"
"Golden State Warriors*","24","5",".828","—","22","7","107.4","98.7","2014-12-28"
"Los Angeles Clippers*","20","11",".645","5.0","21","10","106.3","101.1","2014-12-28"
"Phoenix Suns","18","14",".563","7.5","18","14","105.7","103.7","2014-12-28"
"Sacramento Kings","13","17",".433","11.5","14","16","102.6","103.9","2014-12-28"
"Los Angeles Lakers","9","22",".290","16.0","9","22","102.3","109.2","2014-12-28"
"Memphis Grizzlies*","22","8",".733","—","20","10","102.3","97.6","2014-12-28"
"Houston Rockets*","21","8",".724","0.5","18","11","100.9","97.3","2014-12-28"
"Dallas Mavericks*","22","10",".688","1.0","22","10","109.5","103.2","2014-12-28"
"San Antonio Spurs*","19","13",".594","4.0","20","12","102.8","98.9","2014-12-28"
"New Orleans Pelicans*","15","15",".500","7.0","15","15","101.6","102.0","2014-12-28"
"Toronto Raptors*","24","7",".774","—","23","8","108.5","100.1","2014-12-29"
"Brooklyn Nets*","14","16",".467","9.5","13","17","96.8","99.1","2014-12-29"
"Boston Celtics*","10","18",".357","12.5","13","15","103.3","104.4","2014-12-29"
"New York Knicks","5","28",".152","20.0","9","24","94.6","101.4","2014-12-29"
"Philadelphia 76ers","4","25",".138","19.0","4","25","90.8","102.6","2014-12-29"
"Chicago Bulls*","22","9",".710","—","20","11","103.1","98.5","2014-12-29"
"Cleveland Cavaliers*","18","12",".600","3.5","18","12","102.2","99.4","2014-12-29"
"Milwaukee Bucks*","16","16",".500","6.5","16","16","99.5","99.9","2014-12-29"
"Indiana Pacers","11","21",".344","11.5","14","18","94.5","96.3","2014-12-29"
"Detroit Pistons","7","23",".233","14.5","10","20","95.5","100.7","2014-12-29"
"Atlanta Hawks*","22","8",".733","—","20","10","101.9","97.3","2014-12-29"
"Washington Wizards*","22","8",".733","—","19","11","100.6","96.8","2014-12-29"
"Miami Heat","14","18",".438","9.0","12","20","94.7","97.9","2014-12-29"
"Orlando Magic","13","21",".382","11.0","11","23","94.2","99.1","2014-12-29"
"Charlotte Hornets","10","22",".313","13.0","11","21","95.7","100.3","2014-12-29"
"Portland Trail Blazers*","25","7",".781","—","24","8","104.0","96.5","2014-12-29"
"Oklahoma City Thunder","15","17",".469","10.0","18","14","98.0","96.1","2014-12-29"
"Denver Nuggets","13","18",".419","11.5","13","18","101.5","104.3","2014-12-29"
"Utah Jazz","10","21",".323","14.5","11","20","96.1","100.2","2014-12-29"
"Minnesota Timberwolves","5","24",".172","18.5","6","23","98.5","109.0","2014-12-29"
"Golden State Warriors*","24","5",".828","—","22","7","107.4","98.7","2014-12-29"
"Los Angeles Clippers*","21","11",".656","4.5","21","11","106.1","100.9","2014-12-29"
"Phoenix Suns","18","14",".563","7.5","18","14","105.7","103.7","2014-12-29"
"Sacramento Kings","13","18",".419","12.0","14","17","102.5","104.0","2014-12-29"
"Los Angeles Lakers","9","22",".290","16.0","9","22","102.3","109.2","2014-12-29"
"Memphis Grizzlies*","22","8",".733","—","20","10","102.3","97.6","2014-12-29"
"Houston Rockets*","21","9",".700","1.0","19","11","101.0","97.5","2014-12-29"
"Dallas Mavericks*","22","10",".688","1.0","22","10","109.5","103.2","2014-12-29"
"San Antonio Spurs*","19","13",".594","4.0","20","12","102.8","98.9","2014-12-29"
"New Orleans Pelicans*","15","15",".500","7.0","15","15","101.6","102.0","2014-12-29"
"Toronto Raptors*","24","8",".750","—","24","8","108.1","100.2","2014-12-30"
"Brooklyn Nets*","15","16",".484","8.5","14","17","96.8","98.6","2014-12-30"
"Boston Celtics*","10","18",".357","12.0","13","15","103.3","104.4","2014-12-30"
"New York Knicks","5","28",".152","19.5","9","24","94.6","101.4","2014-12-30"
"Philadelphia 76ers","4","26",".133","19.0","4","26","90.6","103.4","2014-12-30"
"Chicago Bulls*","22","10",".688","—","20","12","102.5","98.4","2014-12-30"
"Cleveland Cavaliers*","18","13",".581","3.5","18","13","102.2","99.7","2014-12-30"
"Milwaukee Bucks*","16","16",".500","6.0","16","16","99.5","99.9","2014-12-30"
"Indiana Pacers","11","21",".344","11.0","14","18","94.5","96.3","2014-12-30"
"Detroit Pistons","8","23",".258","13.5","11","20","96.0","100.2","2014-12-30"
"Atlanta Hawks*","23","8",".742","—","20","11","102.2","97.4","2014-12-30"
"Washington Wizards*","22","9",".710","1.0","19","12","100.2","97.4","2014-12-30"
"Miami Heat","14","18",".438","9.5","12","20","94.7","97.9","2014-12-30"
"Orlando Magic","13","22",".371","12.0","11","24","93.9","99.3","2014-12-30"
"Charlotte Hornets","10","22",".313","13.5","11","21","95.7","100.3","2014-12-30"
"Portland Trail Blazers*","26","7",".788","—","24","9","104.0","96.5","2014-12-30"
"Oklahoma City Thunder","15","17",".469","10.5","18","14","98.0","96.1","2014-12-30"
"Denver Nuggets","13","19",".406","12.5","13","19","101.5","104.5","2014-12-30"
"Utah Jazz","11","21",".344","14.5","12","20","96.3","100.0","2014-12-30"
"Minnesota Timberwolves","5","25",".167","19.5","6","24","98.4","108.7","2014-12-30"
"Golden State Warriors*","25","5",".833","—","24","6","108.1","98.2","2014-12-30"
"Los Angeles Clippers*","21","11",".656","5.0","21","11","106.1","100.9","2014-12-30"
"Phoenix Suns","18","15",".545","8.5","18","15","105.7","103.9","2014-12-30"
"Sacramento Kings","13","18",".419","12.5","14","17","102.5","104.0","2014-12-30"
"Los Angeles Lakers","10","22",".313","16.0","10","22","102.6","109.0","2014-12-30"
"Memphis Grizzlies*","23","8",".742","—","21","10","102.1","97.2","2014-12-30"
"Houston Rockets*","21","9",".700","1.5","19","11","101.0","97.5","2014-12-30"
"Dallas Mavericks*","23","10",".697","1.0","24","9","109.6","102.7","2014-12-30"
"San Antonio Spurs*","19","14",".576","5.0","20","13","102.4","98.8","2014-12-30"
"New Orleans Pelicans*","16","15",".516","7.0","15","16","101.9","102.1","2014-12-30"
"Toronto Raptors*","24","8",".750","—","24","8","108.1","100.2","2014-12-31"
"Brooklyn Nets*","15","16",".484","8.5","14","17","96.8","98.6","2014-12-31"
"Boston Celtics*","11","18",".379","11.5","14","15","103.3","103.7","2014-12-31"
"New York Knicks","5","29",".147","20.0","9","25","94.1","101.4","2014-12-31"
"Philadelphia 76ers","4","26",".133","19.0","4","26","90.6","103.4","2014-12-31"
"Chicago Bulls*","22","10",".688","—","20","12","102.5","98.4","2014-12-31"
"Cleveland Cavaliers*","18","14",".563","4.0","18","14","101.5","99.6","2014-12-31"
"Milwaukee Bucks*","17","16",".515","5.5","17","16","99.4","99.3","2014-12-31"
"Indiana Pacers","12","21",".364","10.5","15","18","94.9","96.3","2014-12-31"
"Detroit Pistons","8","23",".258","13.5","11","20","96.0","100.2","2014-12-31"
"Atlanta Hawks*","23","8",".742","—","20","11","102.2","97.4","2014-12-31"
"Washington Wizards*","22","9",".710","1.0","19","12","100.2","97.4","2014-12-31"
"Miami Heat","14","19",".424","10.0","12","21","94.7","98.1","2014-12-31"
"Orlando Magic","13","22",".371","12.0","11","24","93.9","99.3","2014-12-31"
"Charlotte Hornets","10","23",".303","14.0","11","22","95.3","100.4","2014-12-31"
"Portland Trail Blazers*","26","7",".788","—","24","9","104.0","96.5","2014-12-31"
"Oklahoma City Thunder","16","17",".485","10.0","19","14","99.2","97.2","2014-12-31"
"Denver Nuggets","13","19",".406","12.5","13","19","101.5","104.5","2014-12-31"
"Utah Jazz","11","21",".344","14.5","12","20","96.3","100.0","2014-12-31"
"Minnesota Timberwolves","5","25",".167","19.5","6","24","98.4","108.7","2014-12-31"
"Golden State Warriors*","25","5",".833","—","24","6","108.1","98.2","2014-12-31"
"Los Angeles Clippers*","22","11",".667","4.5","23","10","105.9","100.2","2014-12-31"
"Phoenix Suns","18","16",".529","9.0","19","15","106.5","104.9","2014-12-31"
"Sacramento Kings","13","19",".406","13.0","14","18","101.9","104.1","2014-12-31"
"Los Angeles Lakers","10","22",".313","16.0","10","22","102.6","109.0","2014-12-31"
"Memphis Grizzlies*","23","8",".742","—","21","10","102.1","97.2","2014-12-31"
"Houston Rockets*","22","9",".710","1.0","20","11","101.0","97.0","2014-12-31"
"Dallas Mavericks*","23","10",".697","1.0","24","9","109.6","102.7","2014-12-31"
"San Antonio Spurs*","20","14",".588","4.5","21","13","102.1","98.6","2014-12-31"
"New Orleans Pelicans*","16","16",".500","7.5","16","16","101.6","101.9","2014-12-31"
"Toronto Raptors*","24","8",".750","—","24","8","108.1","100.2","2015-1-1"
"Brooklyn Nets*","15","16",".484","8.5","14","17","96.8","98.6","2015-1-1"
"Boston Celtics*","11","18",".379","11.5","14","15","103.3","103.7","2015-1-1"
"New York Knicks","5","29",".147","20.0","9","25","94.1","101.4","2015-1-1"
"Philadelphia 76ers","4","26",".133","19.0","4","26","90.6","103.4","2015-1-1"
"Chicago Bulls*","23","10",".697","—","21","12","102.6","98.5","2015-1-1"
"Cleveland Cavaliers*","18","14",".563","4.5","18","14","101.5","99.6","2015-1-1"
"Milwaukee Bucks*","17","16",".515","6.0","17","16","99.4","99.3","2015-1-1"
"Indiana Pacers","12","21",".364","11.0","15","18","94.9","96.3","2015-1-1"
"Detroit Pistons","8","23",".258","14.0","11","20","96.0","100.2","2015-1-1"
"Atlanta Hawks*","23","8",".742","—","20","11","102.2","97.4","2015-1-1"
"Washington Wizards*","22","9",".710","1.0","19","12","100.2","97.4","2015-1-1"
"Miami Heat","14","19",".424","10.0","12","21","94.7","98.1","2015-1-1"
"Orlando Magic","13","22",".371","12.0","11","24","93.9","99.3","2015-1-1"
"Charlotte Hornets","10","23",".303","14.0","11","22","95.3","100.4","2015-1-1"
"Portland Trail Blazers*","26","7",".788","—","24","9","104.0","96.5","2015-1-1"
"Oklahoma City Thunder","16","17",".485","10.0","19","14","99.2","97.2","2015-1-1"
"Denver Nuggets","13","20",".394","13.0","13","20","101.5","104.6","2015-1-1"
"Utah Jazz","11","21",".344","14.5","12","20","96.3","100.0","2015-1-1"
"Minnesota Timberwolves","5","26",".161","20.0","6","25","98.6","108.7","2015-1-1"
"Golden State Warriors*","25","5",".833","—","24","6","108.1","98.2","2015-1-1"
"Los Angeles Clippers*","22","11",".667","4.5","23","10","105.9","100.2","2015-1-1"
"Phoenix Suns","18","16",".529","9.0","19","15","106.5","104.9","2015-1-1"
"Sacramento Kings","14","19",".424","12.5","14","19","102.2","104.2","2015-1-1"
"Los Angeles Lakers","10","22",".313","16.0","10","22","102.6","109.0","2015-1-1"
"Memphis Grizzlies*","23","8",".742","—","21","10","102.1","97.2","2015-1-1"
"Houston Rockets*","22","9",".710","1.0","20","11","101.0","97.0","2015-1-1"
"Dallas Mavericks*","23","10",".697","1.0","24","9","109.6","102.7","2015-1-1"
"San Antonio Spurs*","20","14",".588","4.5","21","13","102.1","98.6","2015-1-1"
"New Orleans Pelicans*","16","16",".500","7.5","16","16","101.6","101.9","2015-1-1"
"Toronto Raptors*","24","9",".727","—","24","9","108.0","100.9","2015-1-2"
"Brooklyn Nets*","16","16",".500","7.5","14","18","96.9","98.6","2015-1-2"
"Boston Celtics*","11","19",".367","11.5","14","16","103.3","104.2","2015-1-2"
"New York Knicks","5","30",".143","20.0","9","26","93.7","101.2","2015-1-2"
"Philadelphia 76ers","4","27",".129","19.0","4","27","90.8","103.6","2015-1-2"
"Chicago Bulls*","23","10",".697","—","21","12","102.6","98.5","2015-1-2"
"Cleveland Cavaliers*","19","14",".576","4.0","19","14","101.2","99.2","2015-1-2"
"Milwaukee Bucks*","17","17",".500","6.5","17","17","99.1","99.1","2015-1-2"
"Indiana Pacers","13","21",".382","10.5","15","19","94.9","96.1","2015-1-2"
"Detroit Pistons","9","23",".281","13.5","12","20","96.0","99.6","2015-1-2"
"Atlanta Hawks*","24","8",".750","—","21","11","102.0","97.3","2015-1-2"
"Washington Wizards*","22","10",".688","2.0","19","13","100.3","97.8","2015-1-2"
"Miami Heat","14","19",".424","10.5","12","21","94.7","98.1","2015-1-2"
"Orlando Magic","13","23",".361","13.0","11","25","94.1","99.4","2015-1-2"
"Charlotte Hornets","10","24",".294","15.0","11","23","95.0","100.1","2015-1-2"
"Portland Trail Blazers*","26","7",".788","—","24","9","104.0","96.5","2015-1-2"
"Oklahoma City Thunder","17","17",".500","9.5","20","14","99.4","97.4","2015-1-2"
"Denver Nuggets","13","20",".394","13.0","13","20","101.5","104.6","2015-1-2"
"Utah Jazz","11","22",".333","15.0","12","21","96.1","99.9","2015-1-2"
"Minnesota Timberwolves","5","26",".161","20.0","6","25","98.6","108.7","2015-1-2"
"Golden State Warriors*","26","5",".839","—","25","6","108.6","98.5","2015-1-2"
"Los Angeles Clippers*","22","11",".667","5.0","23","10","105.9","100.2","2015-1-2"
"Phoenix Suns","19","16",".543","9.0","20","15","106.7","104.6","2015-1-2"
"Sacramento Kings","14","19",".424","13.0","14","19","102.2","104.2","2015-1-2"
"Los Angeles Lakers","10","23",".303","17.0","10","23","102.7","109.0","2015-1-2"
"Memphis Grizzlies*","24","8",".750","—","21","11","102.3","97.5","2015-1-2"
"Dallas Mavericks*","24","10",".706","1.0","25","9","109.9","102.6","2015-1-2"
"Houston Rockets*","22","10",".688","2.0","19","13","100.4","97.5","2015-1-2"
"San Antonio Spurs*","20","14",".588","5.0","21","13","102.1","98.6","2015-1-2"
"New Orleans Pelicans*","17","16",".515","7.5","17","16","101.9","101.3","2015-1-2"
"Toronto Raptors*","24","9",".727","—","24","9","108.0","100.9","2015-1-3"
"Brooklyn Nets*","16","16",".500","7.5","14","18","96.9","98.6","2015-1-3"
"Boston Celtics*","11","20",".355","12.0","14","17","103.3","104.4","2015-1-3"
"New York Knicks","5","30",".143","20.0","9","26","93.7","101.2","2015-1-3"
"Philadelphia 76ers","4","28",".125","19.5","4","28","90.8","104.4","2015-1-3"
"Chicago Bulls*","24","10",".706","—","22","12","102.8","98.6","2015-1-3"
"Cleveland Cavaliers*","19","14",".576","4.5","19","14","101.2","99.2","2015-1-3"
"Milwaukee Bucks*","17","17",".500","7.0","17","17","99.1","99.1","2015-1-3"
"Indiana Pacers","13","21",".382","11.0","15","19","94.9","96.1","2015-1-3"
"Detroit Pistons","9","23",".281","14.0","12","20","96.0","99.6","2015-1-3"
"Atlanta Hawks*","25","8",".758","—","22","11","102.4","97.5","2015-1-3"
"Washington Wizards*","22","11",".667","3.0","19","14","100.0","97.8","2015-1-3"
"Miami Heat","14","20",".412","11.5","12","22","94.2","98.6","2015-1-3"
"Orlando Magic","13","24",".351","14.0","12","25","93.9","99.3","2015-1-3"
"Charlotte Hornets","11","24",".314","15.0","12","23","95.1","99.8","2015-1-3"
"Portland Trail Blazers*","26","8",".765","—","25","9","104.1","97.1","2015-1-3"
"Oklahoma City Thunder","17","17",".500","9.0","20","14","99.4","97.4","2015-1-3"
"Denver Nuggets","14","20",".412","12.0","15","19","101.9","104.0","2015-1-3"
"Utah Jazz","12","22",".353","14.0","13","21","96.3","99.6","2015-1-3"
"Minnesota Timberwolves","5","27",".156","20.0","6","26","98.3","108.5","2015-1-3"
"Golden State Warriors*","26","5",".839","—","25","6","108.6","98.5","2015-1-3"
"Los Angeles Clippers*","23","11",".676","4.5","24","10","106.5","100.0","2015-1-3"
"Phoenix Suns","19","16",".543","9.0","20","15","106.7","104.6","2015-1-3"
"Sacramento Kings","14","19",".424","13.0","14","19","102.2","104.2","2015-1-3"
"Los Angeles Lakers","10","23",".303","17.0","10","23","102.7","109.0","2015-1-3"
"Memphis Grizzlies*","24","9",".727","—","21","12","101.8","98.0","2015-1-3"
"Dallas Mavericks*","24","10",".706","0.5","25","9","109.9","102.6","2015-1-3"
"Houston Rockets*","23","10",".697","1.0","21","12","100.9","96.9","2015-1-3"
"San Antonio Spurs*","21","14",".600","4.0","22","13","102.1","98.5","2015-1-3"
"New Orleans Pelicans*","17","16",".515","7.0","17","16","101.9","101.3","2015-1-3"
"Toronto Raptors*","24","10",".706","—","24","10","108.1","101.6","2015-1-4"
"Brooklyn Nets*","16","17",".485","7.5","14","19","96.5","98.2","2015-1-4"
"Boston Celtics*","11","20",".355","11.5","14","17","103.3","104.4","2015-1-4"
"New York Knicks","5","31",".139","20.0","9","27","93.4","101.1","2015-1-4"
"Philadelphia 76ers","4","28",".125","19.0","4","28","90.8","104.4","2015-1-4"
"Chicago Bulls*","24","10",".706","—","22","12","102.8","98.6","2015-1-4"
"Cleveland Cavaliers*","19","15",".559","5.0","19","15","100.9","99.5","2015-1-4"
"Milwaukee Bucks*","18","17",".514","6.5","18","17","99.0","98.7","2015-1-4"
"Indiana Pacers","13","22",".371","11.5","16","19","94.6","95.9","2015-1-4"
"Detroit Pistons","10","23",".303","13.5","13","20","96.5","99.5","2015-1-4"
"Atlanta Hawks*","25","8",".758","—","22","11","102.4","97.5","2015-1-4"
"Washington Wizards*","22","11",".667","3.0","19","14","100.0","97.8","2015-1-4"
"Miami Heat","15","20",".429","11.0","12","23","94.1","98.2","2015-1-4"
"Orlando Magic","13","24",".351","14.0","12","25","93.9","99.3","2015-1-4"
"Charlotte Hornets","11","24",".314","15.0","12","23","95.1","99.8","2015-1-4"
"Portland Trail Blazers*","26","8",".765","—","25","9","104.1","97.1","2015-1-4"
"Oklahoma City Thunder","17","17",".500","9.0","20","14","99.4","97.4","2015-1-4"
"Denver Nuggets","14","20",".412","12.0","15","19","101.9","104.0","2015-1-4"
"Utah Jazz","12","22",".353","14.0","13","21","96.3","99.6","2015-1-4"
"Minnesota Timberwolves","5","27",".156","20.0","6","26","98.3","108.5","2015-1-4"
"Golden State Warriors*","26","5",".839","—","25","6","108.6","98.5","2015-1-4"
"Los Angeles Clippers*","23","11",".676","4.5","24","10","106.5","100.0","2015-1-4"
"Phoenix Suns","20","16",".556","8.5","21","15","107.2","104.7","2015-1-4"
"Sacramento Kings","14","20",".412","13.5","14","20","102.0","104.4","2015-1-4"
"Los Angeles Lakers","11","23",".324","16.5","10","24","102.2","108.4","2015-1-4"
"Dallas Mavericks*","25","10",".714","—","26","9","109.9","102.3","2015-1-4"
"Memphis Grizzlies*","24","9",".727","—","21","12","101.8","98.0","2015-1-4"
"Houston Rockets*","23","10",".697","1.0","21","12","100.9","96.9","2015-1-4"
"San Antonio Spurs*","21","14",".600","4.0","22","13","102.1","98.5","2015-1-4"
"New Orleans Pelicans*","17","16",".515","7.0","17","16","101.9","101.3","2015-1-4"
"Toronto Raptors*","24","10",".706","—","24","10","108.1","101.6","2015-1-5"
"Brooklyn Nets*","16","18",".471","8.0","15","19","96.3","98.2","2015-1-5"
"Boston Celtics*","11","21",".344","12.0","15","17","103.0","104.3","2015-1-5"
