"team","w","l","w_lpercent","gb","pw","pl","ps_g","pa_g","date"
"Golden State Warriors*","43","9",".827","—","42","10","110.6","99.6","2015-2-20"
"Los Angeles Clippers*","36","19",".655","8.5","38","17","107.0","101.0","2015-2-20"
"Phoenix Suns","29","26",".527","15.5","30","25","106.0","104.9","2015-2-20"
"Sacramento Kings","19","34",".358","24.5","19","34","100.2","104.2","2015-2-20"
"Los Angeles Lakers","13","41",".241","31.0","15","39","99.2","106.3","2015-2-20"
"Memphis Grizzlies*","39","14",".736","—","35","18","100.6","95.7","2015-2-20"
"Dallas Mavericks*","37","20",".649","4.0","38","19","106.1","101.0","2015-2-20"
"Houston Rockets*","36","18",".667","3.5","33","21","103.1","100.0","2015-2-20"
"San Antonio Spurs*","34","21",".618","6.0","34","21","100.9","97.4","2015-2-20"
"New Orleans Pelicans*","27","27",".500","12.5","27","27","99.6","99.6","2015-2-20"
"Toronto Raptors*","37","18",".673","—","36","19","105.1","100.3","2015-2-21"
"Brooklyn Nets*","22","31",".415","14.0","20","33","95.8","99.6","2015-2-21"
"Boston Celtics*","20","32",".385","15.5","23","29","100.8","102.4","2015-2-21"
"Philadelphia 76ers","12","42",".222","24.5","9","45","89.9","100.6","2015-2-21"
"New York Knicks","10","44",".185","26.5","13","41","92.4","100.4","2015-2-21"
"Chicago Bulls*","35","21",".625","—","34","22","102.1","99.2","2015-2-21"
"Cleveland Cavaliers*","34","22",".607","1.0","35","21","102.6","99.1","2015-2-21"
"Milwaukee Bucks*","31","23",".574","3.0","31","23","99.0","96.9","2015-2-21"
"Indiana Pacers","22","33",".400","12.5","25","30","96.0","97.2","2015-2-21"
"Detroit Pistons","22","33",".400","12.5","25","30","98.3","99.6","2015-2-21"
"Atlanta Hawks*","43","12",".782","—","38","17","103.0","97.0","2015-2-21"
"Washington Wizards*","33","22",".600","10.0","31","24","99.5","97.9","2015-2-21"
"Miami Heat","23","31",".426","19.5","20","34","93.1","96.6","2015-2-21"
"Charlotte Hornets","22","31",".415","20.0","21","32","94.5","97.1","2015-2-21"
"Orlando Magic","18","39",".316","26.0","18","39","95.6","101.4","2015-2-21"
"Portland Trail Blazers*","36","18",".667","—","36","18","102.1","97.2","2015-2-21"
"Oklahoma City Thunder","30","25",".545","6.5","32","23","100.9","98.7","2015-2-21"
"Denver Nuggets","20","34",".370","16.0","21","33","100.3","103.8","2015-2-21"
"Utah Jazz","20","34",".370","16.0","23","31","95.7","97.7","2015-2-21"
"Minnesota Timberwolves","12","42",".222","24.0","13","41","97.8","106.2","2015-2-21"
"Golden State Warriors*","43","9",".827","—","42","10","110.6","99.6","2015-2-21"
"Los Angeles Clippers*","37","19",".661","8.0","39","17","107.3","100.9","2015-2-21"
"Phoenix Suns","29","27",".518","16.0","30","26","106.0","105.0","2015-2-21"
"Sacramento Kings","19","35",".352","25.0","19","35","100.2","104.6","2015-2-21"
"Los Angeles Lakers","13","41",".241","31.0","15","39","99.2","106.3","2015-2-21"
"Memphis Grizzlies*","39","14",".736","—","35","18","100.6","95.7","2015-2-21"
"Houston Rockets*","37","18",".673","3.0","34","21","103.0","99.6","2015-2-21"
"Dallas Mavericks*","37","20",".649","4.0","38","19","106.1","101.0","2015-2-21"
"San Antonio Spurs*","34","21",".618","6.0","34","21","100.9","97.4","2015-2-21"
"New Orleans Pelicans*","28","27",".509","12.0","28","27","99.7","99.5","2015-2-21"
"Toronto Raptors*","37","18",".673","—","36","19","105.1","100.3","2015-2-22"
"Brooklyn Nets*","22","31",".415","14.0","20","33","95.8","99.6","2015-2-22"
"Boston Celtics*","20","33",".377","16.0","23","30","101.0","102.7","2015-2-22"
"Philadelphia 76ers","12","43",".218","25.0","10","45","90.1","100.7","2015-2-22"
"New York Knicks","10","45",".182","27.0","13","42","92.3","100.5","2015-2-22"
"Chicago Bulls*","35","21",".625","—","34","22","102.1","99.2","2015-2-22"
"Cleveland Cavaliers*","35","22",".614","0.5","36","21","102.6","98.8","2015-2-22"
"Milwaukee Bucks*","31","24",".564","3.5","31","24","98.8","96.9","2015-2-22"
"Indiana Pacers","23","33",".411","12.0","26","30","96.2","97.2","2015-2-22"
"Detroit Pistons","23","33",".411","12.0","26","30","98.4","99.4","2015-2-22"
"Atlanta Hawks*","44","12",".786","—","39","17","102.9","96.8","2015-2-22"
"Washington Wizards*","33","23",".589","11.0","31","25","99.3","98.0","2015-2-22"
"Miami Heat","23","31",".426","20.0","20","34","93.1","96.6","2015-2-22"
"Charlotte Hornets","22","32",".407","21.0","21","33","94.2","97.0","2015-2-22"
"Orlando Magic","19","39",".328","26.0","18","40","95.8","101.3","2015-2-22"
"Portland Trail Blazers*","36","19",".655","—","36","19","101.9","97.2","2015-2-22"
"Oklahoma City Thunder","31","25",".554","5.5","33","23","101.2","98.6","2015-2-22"
"Utah Jazz","20","34",".370","15.5","23","31","95.7","97.7","2015-2-22"
"Denver Nuggets","20","35",".364","16.0","20","35","100.2","104.1","2015-2-22"
"Minnesota Timberwolves","12","42",".222","23.5","13","41","97.8","106.2","2015-2-22"
"Golden State Warriors*","43","10",".811","—","43","10","110.3","99.7","2015-2-22"
"Los Angeles Clippers*","37","19",".661","7.5","39","17","107.3","100.9","2015-2-22"
"Phoenix Suns","29","27",".518","15.5","30","26","106.0","105.0","2015-2-22"
"Sacramento Kings","19","35",".352","24.5","19","35","100.2","104.6","2015-2-22"
"Los Angeles Lakers","14","41",".255","30.0","16","39","99.5","106.4","2015-2-22"
"Memphis Grizzlies*","40","14",".741","—","36","18","100.5","95.7","2015-2-22"
"Dallas Mavericks*","38","20",".655","4.0","39","19","105.9","100.7","2015-2-22"
"Houston Rockets*","37","18",".673","3.5","34","21","103.0","99.6","2015-2-22"
"San Antonio Spurs*","34","21",".618","6.5","34","21","100.9","97.4","2015-2-22"
"New Orleans Pelicans*","28","27",".509","12.5","28","27","99.7","99.5","2015-2-22"
"Toronto Raptors*","37","19",".661","—","37","19","104.9","100.3","2015-2-23"
"Brooklyn Nets*","23","31",".426","13.0","21","33","96.1","99.3","2015-2-23"
"Boston Celtics*","21","33",".389","15.0","24","30","101.3","102.9","2015-2-23"
"Philadelphia 76ers","12","44",".214","25.0","10","46","90.4","101.0","2015-2-23"
"New York Knicks","10","45",".182","26.5","13","42","92.3","100.5","2015-2-23"
"Chicago Bulls*","36","21",".632","—","35","22","101.9","98.7","2015-2-23"
"Cleveland Cavaliers*","35","22",".614","1.0","36","21","102.6","98.8","2015-2-23"
"Milwaukee Bucks*","31","25",".554","4.5","31","25","98.3","96.7","2015-2-23"
"Indiana Pacers","23","33",".411","12.5","26","30","96.2","97.2","2015-2-23"
"Detroit Pistons","23","33",".411","12.5","26","30","98.4","99.4","2015-2-23"
"Atlanta Hawks*","44","12",".786","—","39","17","102.9","96.8","2015-2-23"
"Washington Wizards*","33","23",".589","11.0","31","25","99.3","98.0","2015-2-23"
"Miami Heat","24","31",".436","19.5","21","34","93.5","96.8","2015-2-23"
"Charlotte Hornets","22","32",".407","21.0","21","33","94.2","97.0","2015-2-23"
"Orlando Magic","19","39",".328","26.0","18","40","95.8","101.3","2015-2-23"
"Portland Trail Blazers*","36","19",".655","—","36","19","101.9","97.2","2015-2-23"
"Oklahoma City Thunder","31","25",".554","5.5","33","23","101.2","98.6","2015-2-23"
"Utah Jazz","21","34",".382","15.0","24","31","95.6","97.4","2015-2-23"
"Denver Nuggets","20","36",".357","16.5","20","36","99.9","104.2","2015-2-23"
"Minnesota Timberwolves","12","43",".218","24.0","13","42","97.9","106.3","2015-2-23"
"Golden State Warriors*","43","10",".811","—","43","10","110.3","99.7","2015-2-23"
"Los Angeles Clippers*","37","20",".649","8.0","40","17","106.9","100.7","2015-2-23"
"Phoenix Suns","29","28",".509","16.0","30","27","106.1","105.2","2015-2-23"
"Sacramento Kings","19","35",".352","24.5","19","35","100.2","104.6","2015-2-23"
"Los Angeles Lakers","14","41",".255","30.0","16","39","99.5","106.4","2015-2-23"
"Memphis Grizzlies*","41","14",".745","—","37","18","100.3","95.5","2015-2-23"
"Houston Rockets*","38","18",".679","3.5","35","21","103.2","99.6","2015-2-23"
"Dallas Mavericks*","38","20",".655","4.5","39","19","105.9","100.7","2015-2-23"
"San Antonio Spurs*","34","22",".607","7.5","34","22","100.5","97.3","2015-2-23"
"New Orleans Pelicans*","29","27",".518","12.5","28","28","99.7","99.4","2015-2-23"
"Toronto Raptors*","37","20",".649","—","37","20","104.7","100.3","2015-2-24"
"Brooklyn Nets*","23","31",".426","12.5","21","33","96.1","99.3","2015-2-24"
"Boston Celtics*","21","33",".389","14.5","24","30","101.3","102.9","2015-2-24"
"Philadelphia 76ers","12","44",".214","24.5","10","46","90.4","101.0","2015-2-24"
"New York Knicks","10","45",".182","26.0","13","42","92.3","100.5","2015-2-24"
"Chicago Bulls*","36","21",".632","—","35","22","101.9","98.7","2015-2-24"
"Cleveland Cavaliers*","36","22",".621","0.5","37","21","102.6","98.7","2015-2-24"
"Milwaukee Bucks*","31","25",".554","4.5","31","25","98.3","96.7","2015-2-24"
"Indiana Pacers","23","34",".404","13.0","26","31","96.1","97.3","2015-2-24"
"Detroit Pistons","23","34",".404","13.0","26","31","98.3","99.5","2015-2-24"
"Atlanta Hawks*","44","12",".786","—","39","17","102.9","96.8","2015-2-24"
"Washington Wizards*","33","24",".579","11.5","31","26","99.4","98.3","2015-2-24"
"Miami Heat","24","31",".436","19.5","21","34","93.5","96.8","2015-2-24"
"Charlotte Hornets","22","32",".407","21.0","21","33","94.2","97.0","2015-2-24"
"Orlando Magic","19","39",".328","26.0","18","40","95.8","101.3","2015-2-24"
"Portland Trail Blazers*","36","19",".655","—","36","19","101.9","97.2","2015-2-24"
"Oklahoma City Thunder","32","25",".561","5.0","34","23","101.3","98.5","2015-2-24"
"Utah Jazz","21","34",".382","15.0","24","31","95.6","97.4","2015-2-24"
"Denver Nuggets","20","36",".357","16.5","20","36","99.9","104.2","2015-2-24"
"Minnesota Timberwolves","12","43",".218","24.0","13","42","97.9","106.3","2015-2-24"
"Golden State Warriors*","44","10",".815","—","43","11","110.4","99.8","2015-2-24"
"Los Angeles Clippers*","37","20",".649","8.5","40","17","106.9","100.7","2015-2-24"
"Phoenix Suns","29","28",".509","16.5","30","27","106.1","105.2","2015-2-24"
"Sacramento Kings","19","35",".352","25.0","19","35","100.2","104.6","2015-2-24"
"Los Angeles Lakers","14","41",".255","30.5","16","39","99.5","106.4","2015-2-24"
"Memphis Grizzlies*","41","14",".745","—","37","18","100.3","95.5","2015-2-24"
"Dallas Mavericks*","39","20",".661","4.0","40","19","105.8","100.5","2015-2-24"
"Houston Rockets*","38","18",".679","3.5","35","21","103.2","99.6","2015-2-24"
"San Antonio Spurs*","34","22",".607","7.5","34","22","100.5","97.3","2015-2-24"
"New Orleans Pelicans*","29","27",".518","12.5","28","28","99.7","99.4","2015-2-24"
"Toronto Raptors*","37","20",".649","—","37","20","104.7","100.3","2015-2-25"
"Brooklyn Nets*","23","32",".418","13.0","21","34","96.1","99.3","2015-2-25"
"Boston Celtics*","22","33",".400","14.0","25","30","101.5","102.7","2015-2-25"
"Philadelphia 76ers","12","45",".211","25.0","10","47","90.4","101.1","2015-2-25"
"New York Knicks","10","46",".179","26.5","13","43","92.3","100.7","2015-2-25"
"Cleveland Cavaliers*","36","22",".621","—","37","21","102.6","98.7","2015-2-25"
"Chicago Bulls*","36","22",".621","—","35","23","101.6","98.7","2015-2-25"
"Milwaukee Bucks*","32","25",".561","3.5","32","25","98.4","96.5","2015-2-25"
"Indiana Pacers","23","34",".404","12.5","26","31","96.1","97.3","2015-2-25"
"Detroit Pistons","23","34",".404","12.5","26","31","98.3","99.5","2015-2-25"
"Atlanta Hawks*","45","12",".789","—","40","17","102.9","96.6","2015-2-25"
"Washington Wizards*","33","25",".569","12.5","31","27","99.0","98.3","2015-2-25"
"Miami Heat","25","31",".446","19.5","22","34","93.5","96.7","2015-2-25"
"Charlotte Hornets","23","32",".418","21.0","22","33","94.3","96.8","2015-2-25"
"Orlando Magic","19","40",".322","27.0","19","40","95.7","101.2","2015-2-25"
"Portland Trail Blazers*","37","19",".661","—","37","19","102.1","97.2","2015-2-25"
"Oklahoma City Thunder","32","25",".561","5.5","34","23","101.3","98.5","2015-2-25"
"Utah Jazz","21","35",".375","16.0","24","32","95.6","97.5","2015-2-25"
"Denver Nuggets","20","37",".351","17.5","20","37","99.8","104.3","2015-2-25"
"Minnesota Timberwolves","13","43",".232","24.0","14","42","97.8","105.8","2015-2-25"
"Golden State Warriors*","44","10",".815","—","43","11","110.4","99.8","2015-2-25"
"Los Angeles Clippers*","37","21",".638","9.0","40","18","106.9","100.9","2015-2-25"
"Phoenix Suns","30","28",".517","16.0","31","27","106.1","105.0","2015-2-25"
"Sacramento Kings","20","35",".364","24.5","20","35","100.2","104.3","2015-2-25"
"Los Angeles Lakers","15","41",".268","30.0","16","40","99.6","106.3","2015-2-25"
"Memphis Grizzlies*","41","15",".732","—","37","19","100.1","95.6","2015-2-25"
"Houston Rockets*","39","18",".684","2.5","35","22","103.3","99.7","2015-2-25"
"Dallas Mavericks*","39","21",".650","4.0","40","20","105.5","100.6","2015-2-25"
"San Antonio Spurs*","34","23",".596","7.5","34","23","100.4","97.5","2015-2-25"
"New Orleans Pelicans*","30","27",".526","11.5","29","28","99.7","99.4","2015-2-25"
"Toronto Raptors*","37","20",".649","—","37","20","104.7","100.3","2015-2-26"
"Brooklyn Nets*","23","32",".418","13.0","21","34","96.1","99.3","2015-2-26"
"Boston Celtics*","22","33",".400","14.0","25","30","101.5","102.7","2015-2-26"
"Philadelphia 76ers","12","45",".211","25.0","10","47","90.4","101.1","2015-2-26"
"New York Knicks","10","46",".179","26.5","13","43","92.3","100.7","2015-2-26"
"Cleveland Cavaliers*","37","22",".627","—","37","22","102.7","98.7","2015-2-26"
"Chicago Bulls*","36","22",".621","0.5","35","23","101.6","98.7","2015-2-26"
"Milwaukee Bucks*","32","25",".561","4.0","32","25","98.4","96.5","2015-2-26"
"Indiana Pacers","23","34",".404","13.0","26","31","96.1","97.3","2015-2-26"
"Detroit Pistons","23","34",".404","13.0","26","31","98.3","99.5","2015-2-26"
"Atlanta Hawks*","45","12",".789","—","40","17","102.9","96.6","2015-2-26"
"Washington Wizards*","33","25",".569","12.5","31","27","99.0","98.3","2015-2-26"
"Miami Heat","25","31",".446","19.5","22","34","93.5","96.7","2015-2-26"
"Charlotte Hornets","23","32",".418","21.0","22","33","94.3","96.8","2015-2-26"
"Orlando Magic","19","40",".322","27.0","19","40","95.7","101.2","2015-2-26"
"Portland Trail Blazers*","37","19",".661","—","37","19","102.1","97.2","2015-2-26"
"Oklahoma City Thunder","32","26",".552","6.0","34","24","101.5","98.8","2015-2-26"
"Utah Jazz","21","35",".375","16.0","24","32","95.6","97.5","2015-2-26"
"Denver Nuggets","20","37",".351","17.5","20","37","99.8","104.3","2015-2-26"
"Minnesota Timberwolves","13","43",".232","24.0","14","42","97.8","105.8","2015-2-26"
"Golden State Warriors*","44","11",".800","—","44","11","110.2","100.0","2015-2-26"
"Los Angeles Clippers*","37","21",".638","8.5","40","18","106.9","100.9","2015-2-26"
"Phoenix Suns","31","28",".525","15.0","32","27","106.3","105.1","2015-2-26"
"Sacramento Kings","20","35",".364","24.0","20","35","100.2","104.3","2015-2-26"
"Los Angeles Lakers","15","41",".268","29.5","16","40","99.6","106.3","2015-2-26"
"Memphis Grizzlies*","41","15",".732","—","37","19","100.1","95.6","2015-2-26"
"Houston Rockets*","39","18",".684","2.5","35","22","103.3","99.7","2015-2-26"
"Dallas Mavericks*","39","21",".650","4.0","40","20","105.5","100.6","2015-2-26"
"San Antonio Spurs*","34","23",".596","7.5","34","23","100.4","97.5","2015-2-26"
"New Orleans Pelicans*","30","27",".526","11.5","29","28","99.7","99.4","2015-2-26"
"Toronto Raptors*","37","21",".638","—","37","21","104.4","100.5","2015-2-27"
"Boston Celtics*","23","33",".411","13.0","26","30","101.6","102.6","2015-2-27"
"Brooklyn Nets*","23","33",".411","13.0","22","34","96.1","99.4","2015-2-27"
"Philadelphia 76ers","13","45",".224","24.0","10","48","90.3","100.7","2015-2-27"
"New York Knicks","11","46",".193","25.5","13","44","92.8","101.0","2015-2-27"
"Chicago Bulls*","37","22",".627","—","36","23","101.5","98.6","2015-2-27"
"Cleveland Cavaliers*","37","23",".617","0.5","38","22","102.4","98.7","2015-2-27"
"Milwaukee Bucks*","32","26",".552","4.5","32","26","98.3","96.6","2015-2-27"
"Indiana Pacers","24","34",".414","12.5","27","31","96.0","97.1","2015-2-27"
"Detroit Pistons","23","35",".397","13.5","27","31","98.6","99.8","2015-2-27"
"Atlanta Hawks*","46","12",".793","—","41","17","102.8","96.4","2015-2-27"
"Washington Wizards*","33","26",".559","13.5","31","28","98.7","98.1","2015-2-27"
"Miami Heat","25","32",".439","20.5","22","35","93.7","96.8","2015-2-27"
"Charlotte Hornets","23","33",".411","22.0","23","33","94.3","97.0","2015-2-27"
"Orlando Magic","19","41",".317","28.0","19","41","95.6","101.1","2015-2-27"
"Portland Trail Blazers*","38","19",".667","—","38","19","102.3","97.4","2015-2-27"
"Oklahoma City Thunder","32","27",".542","7.0","35","24","101.7","99.1","2015-2-27"
"Utah Jazz","22","35",".386","16.0","25","32","95.7","97.2","2015-2-27"
"Denver Nuggets","20","38",".345","18.5","20","38","99.5","104.3","2015-2-27"
"Minnesota Timberwolves","13","44",".228","25.0","14","43","97.7","105.6","2015-2-27"
"Golden State Warriors*","45","11",".804","—","45","11","110.2","99.8","2015-2-27"
"Los Angeles Clippers*","38","21",".644","8.5","41","18","106.7","100.5","2015-2-27"
"Phoenix Suns","31","28",".525","15.5","32","27","106.3","105.1","2015-2-27"
"Sacramento Kings","20","36",".357","25.0","20","36","100.1","104.3","2015-2-27"
"Los Angeles Lakers","16","41",".281","29.5","17","40","99.6","106.0","2015-2-27"
"Memphis Grizzlies*","41","16",".719","—","37","20","99.8","95.6","2015-2-27"
"Houston Rockets*","40","18",".690","1.5","36","22","103.3","99.7","2015-2-27"
"Dallas Mavericks*","39","21",".650","3.5","40","20","105.5","100.6","2015-2-27"
"San Antonio Spurs*","35","23",".603","6.5","35","23","100.6","97.5","2015-2-27"
"New Orleans Pelicans*","31","27",".534","10.5","30","28","99.8","99.4","2015-2-27"
"Toronto Raptors*","37","22",".627","—","37","22","104.3","100.5","2015-2-28"
"Brooklyn Nets*","24","33",".421","12.0","22","35","96.3","99.3","2015-2-28"
"Boston Celtics*","23","33",".411","12.5","26","30","101.6","102.6","2015-2-28"
"Philadelphia 76ers","13","45",".224","23.5","10","48","90.3","100.7","2015-2-28"
"New York Knicks","12","46",".207","24.5","14","44","93.0","100.9","2015-2-28"
"Chicago Bulls*","37","22",".627","—","36","23","101.5","98.6","2015-2-28"
"Cleveland Cavaliers*","37","23",".617","0.5","38","22","102.4","98.7","2015-2-28"
"Milwaukee Bucks*","32","27",".542","5.0","33","26","97.9","96.4","2015-2-28"
"Indiana Pacers","24","34",".414","12.5","27","31","96.0","97.1","2015-2-28"
"Detroit Pistons","23","36",".390","14.0","27","32","98.6","99.8","2015-2-28"
"Atlanta Hawks*","47","12",".797","—","42","17","102.6","96.4","2015-2-28"
"Washington Wizards*","34","26",".567","13.5","31","29","98.7","98.1","2015-2-28"
"Miami Heat","25","33",".431","21.5","22","36","93.6","96.7","2015-2-28"
"Charlotte Hornets","23","33",".411","22.5","23","33","94.3","97.0","2015-2-28"
"Orlando Magic","19","41",".317","28.5","19","41","95.6","101.1","2015-2-28"
"Portland Trail Blazers*","38","19",".667","—","38","19","102.3","97.4","2015-2-28"
"Oklahoma City Thunder","32","27",".542","7.0","35","24","101.7","99.1","2015-2-28"
"Utah Jazz","23","35",".397","15.5","26","32","95.5","96.8","2015-2-28"
"Denver Nuggets","20","38",".345","18.5","20","38","99.5","104.3","2015-2-28"
"Minnesota Timberwolves","13","45",".224","25.5","15","43","97.7","105.5","2015-2-28"
"Golden State Warriors*","45","11",".804","—","45","11","110.2","99.8","2015-2-28"
"Los Angeles Clippers*","38","21",".644","8.5","41","18","106.7","100.5","2015-2-28"
"Phoenix Suns","31","29",".517","16.0","31","29","105.8","105.1","2015-2-28"
"Sacramento Kings","20","36",".357","25.0","20","36","100.1","104.3","2015-2-28"
"Los Angeles Lakers","16","41",".281","29.5","17","40","99.6","106.0","2015-2-28"
"Memphis Grizzlies*","42","16",".724","—","37","21","99.8","95.7","2015-2-28"
"Houston Rockets*","40","18",".690","2.0","36","22","103.3","99.7","2015-2-28"
"Dallas Mavericks*","39","22",".639","4.5","40","21","105.3","100.6","2015-2-28"
"San Antonio Spurs*","36","23",".610","6.5","37","22","100.6","97.1","2015-2-28"
"New Orleans Pelicans*","31","27",".534","11.0","30","28","99.8","99.4","2015-2-28"
"Philadelphia 76ers*","49","23","0.681","—","48","24","113.6","108.1","2015-2-29"
"Brooklyn Nets*","48","24","0.667","1.0","46","26","118.6","114.1","2015-2-29"
"Milwaukee Bucks*","46","26","0.639","3.0","48","24","120.1","114.2","2015-2-29"
"Atlanta Hawks*","41","31","0.569","8.0","41","31","113.7","111.4","2015-2-29"
"New York Knicks*","41","31","0.569","8.0","41","31","107","104.7","2015-2-29"
"Miami Heat*","40","32","0.556","9.0","36","36","108.1","108","2015-2-29"
"Boston Celtics*","36","36","0.5","13.0","39","33","112.6","111.2","2015-2-29"
"Washington Wizards*","34","38","0.472","15.0","32","40","116.6","118.5","2015-2-29"
"Indiana Pacers","34","38","0.472","15.0","36","36","115.3","115.3","2015-2-29"
"Charlotte Hornets","33","39","0.458","16.0","32","40","109.5","111.4","2015-2-29"
"Chicago Bulls","31","41","0.431","18.0","34","38","110.7","111.6","2015-2-29"
"Toronto Raptors","27","45","0.375","22.0","35","37","111.3","111.7","2015-2-29"
"Cleveland Cavaliers","22","50","0.306","27.0","18","54","103.8","112.3","2015-2-29"
"Orlando Magic","21","51","0.292","28.0","17","55","104","113.3","2015-2-29"
"Detroit Pistons","20","52","0.278","29.0","26","46","106.6","111.1","2015-2-29"
"Utah Jazz*","52","20","0.722","—","55","17","116.4","107.2","2015-2-29"
"Phoenix Suns*","51","21","0.708","1.0","49","23","115.3","109.5","2015-2-29"
"Los Angeles Clippers*","47","25","0.653","5.0","49","23","114","107.8","2015-2-29"
"Denver Nuggets*","47","25","0.653","5.0","47","25","115.1","110.1","2015-2-29"
"Dallas Mavericks*","42","30","0.583","10.0","41","31","112.4","110.2","2015-2-29"
"Portland Trail Blazers*","42","30","0.583","10.0","40","32","116.1","114.3","2015-2-29"
"Los Angeles Lakers*","42","30","0.583","10.0","42","30","109.5","106.8","2015-2-29"
"Golden State Warriors","39","33","0.542","13.0","38","34","113.7","112.7","2015-2-29"
"Memphis Grizzlies*","38","34","0.528","14.0","38","34","113.3","112.3","2015-2-29"
"San Antonio Spurs","33","39","0.458","19.0","32","40","111.1","112.8","2015-2-29"
"New Orleans Pelicans","31","41","0.431","21.0","35","37","114.6","114.9","2015-2-29"
"Sacramento Kings","31","41","0.431","21.0","28","44","113.7","117.4","2015-2-29"
"Minnesota Timberwolves","23","49","0.319","29.0","24","48","112.1","117.7","2015-2-29"
"Oklahoma City Thunder","22","50","0.306","30.0","15","57","105","115.6","2015-2-29"
"Houston Rockets","17","55","0.236","35.0","20","52","108.8","116.7","2015-2-29"
"Philadelphia 76ers*","49","23","0.681","—","48","24","113.6","108.1","2015-2-30"
"Brooklyn Nets*","48","24","0.667","1.0","46","26","118.6","114.1","2015-2-30"
"Milwaukee Bucks*","46","26","0.639","3.0","48","24","120.1","114.2","2015-2-30"
"Atlanta Hawks*","41","31","0.569","8.0","41","31","113.7","111.4","2015-2-30"
"New York Knicks*","41","31","0.569","8.0","41","31","107","104.7","2015-2-30"
"Miami Heat*","40","32","0.556","9.0","36","36","108.1","108","2015-2-30"
"Boston Celtics*","36","36","0.5","13.0","39","33","112.6","111.2","2015-2-30"
"Washington Wizards*","34","38","0.472","15.0","32","40","116.6","118.5","2015-2-30"
"Indiana Pacers","34","38","0.472","15.0","36","36","115.3","115.3","2015-2-30"
"Charlotte Hornets","33","39","0.458","16.0","32","40","109.5","111.4","2015-2-30"
"Chicago Bulls","31","41","0.431","18.0","34","38","110.7","111.6","2015-2-30"
"Toronto Raptors","27","45","0.375","22.0","35","37","111.3","111.7","2015-2-30"
"Cleveland Cavaliers","22","50","0.306","27.0","18","54","103.8","112.3","2015-2-30"
"Orlando Magic","21","51","0.292","28.0","17","55","104","113.3","2015-2-30"
"Detroit Pistons","20","52","0.278","29.0","26","46","106.6","111.1","2015-2-30"
"Utah Jazz*","52","20","0.722","—","55","17","116.4","107.2","2015-2-30"
"Phoenix Suns*","51","21","0.708","1.0","49","23","115.3","109.5","2015-2-30"
"Los Angeles Clippers*","47","25","0.653","5.0","49","23","114","107.8","2015-2-30"
"Denver Nuggets*","47","25","0.653","5.0","47","25","115.1","110.1","2015-2-30"
"Dallas Mavericks*","42","30","0.583","10.0","41","31","112.4","110.2","2015-2-30"
"Portland Trail Blazers*","42","30","0.583","10.0","40","32","116.1","114.3","2015-2-30"
"Los Angeles Lakers*","42","30","0.583","10.0","42","30","109.5","106.8","2015-2-30"
"Golden State Warriors","39","33","0.542","13.0","38","34","113.7","112.7","2015-2-30"
"Memphis Grizzlies*","38","34","0.528","14.0","38","34","113.3","112.3","2015-2-30"
"San Antonio Spurs","33","39","0.458","19.0","32","40","111.1","112.8","2015-2-30"
"New Orleans Pelicans","31","41","0.431","21.0","35","37","114.6","114.9","2015-2-30"
"Sacramento Kings","31","41","0.431","21.0","28","44","113.7","117.4","2015-2-30"
"Minnesota Timberwolves","23","49","0.319","29.0","24","48","112.1","117.7","2015-2-30"
"Oklahoma City Thunder","22","50","0.306","30.0","15","57","105","115.6","2015-2-30"
"Houston Rockets","17","55","0.236","35.0","20","52","108.8","116.7","2015-2-30"
"Philadelphia 76ers*","49","23","0.681","—","48","24","113.6","108.1","2015-2-31"
"Brooklyn Nets*","48","24","0.667","1.0","46","26","118.6","114.1","2015-2-31"
"Milwaukee Bucks*","46","26","0.639","3.0","48","24","120.1","114.2","2015-2-31"
"Atlanta Hawks*","41","31","0.569","8.0","41","31","113.7","111.4","2015-2-31"
"New York Knicks*","41","31","0.569","8.0","41","31","107","104.7","2015-2-31"
"Miami Heat*","40","32","0.556","9.0","36","36","108.1","108","2015-2-31"
"Boston Celtics*","36","36","0.5","13.0","39","33","112.6","111.2","2015-2-31"
"Washington Wizards*","34","38","0.472","15.0","32","40","116.6","118.5","2015-2-31"
"Indiana Pacers","34","38","0.472","15.0","36","36","115.3","115.3","2015-2-31"
"Charlotte Hornets","33","39","0.458","16.0","32","40","109.5","111.4","2015-2-31"
"Chicago Bulls","31","41","0.431","18.0","34","38","110.7","111.6","2015-2-31"
"Toronto Raptors","27","45","0.375","22.0","35","37","111.3","111.7","2015-2-31"
"Cleveland Cavaliers","22","50","0.306","27.0","18","54","103.8","112.3","2015-2-31"
"Orlando Magic","21","51","0.292","28.0","17","55","104","113.3","2015-2-31"
"Detroit Pistons","20","52","0.278","29.0","26","46","106.6","111.1","2015-2-31"
"Utah Jazz*","52","20","0.722","—","55","17","116.4","107.2","2015-2-31"
"Phoenix Suns*","51","21","0.708","1.0","49","23","115.3","109.5","2015-2-31"
"Los Angeles Clippers*","47","25","0.653","5.0","49","23","114","107.8","2015-2-31"
"Denver Nuggets*","47","25","0.653","5.0","47","25","115.1","110.1","2015-2-31"
"Dallas Mavericks*","42","30","0.583","10.0","41","31","112.4","110.2","2015-2-31"
"Portland Trail Blazers*","42","30","0.583","10.0","40","32","116.1","114.3","2015-2-31"
"Los Angeles Lakers*","42","30","0.583","10.0","42","30","109.5","106.8","2015-2-31"
